id	星脉	等级	消耗	属性
831	11	831	30000_101105_1,10000_1001_10	101_150,113_1,106_1
832	11	832	30000_101105_1,10000_1001_10	101_150,113_1,106_1
833	11	833	30000_101105_1,10000_1001_10	101_150,113_1,106_1
834	11	834	30000_101105_1,10000_1001_10	101_150,113_1,106_1
835	11	835	30000_101105_1,10000_1001_10	101_150,113_1,106_1
836	11	836	30000_101105_1,10000_1001_10	101_150,113_1,106_1
837	11	837	30000_101105_1,10000_1001_10	101_150,113_1,106_1
838	11	838	30000_101105_1,10000_1001_10	101_150,113_1,106_1
839	11	839	30000_101105_1,10000_1001_10	101_150,113_1,106_1
840	11	840	30000_101105_1,10000_1001_10	101_150,113_1,106_1
841	11	841	30000_101105_1,10000_1001_10	101_150,113_1,106_1
842	11	842	30000_101105_1,10000_1001_10	101_150,113_1,106_1
843	11	843	30000_101105_1,10000_1001_10	101_150,113_1,106_1
844	11	844	30000_101105_1,10000_1001_10	101_150,113_1,106_1
845	11	845	30000_101105_1,10000_1001_10	101_150,113_1,106_1
846	11	846	30000_101105_1,10000_1001_10	101_150,113_1,106_1
847	11	847	30000_101105_1,10000_1001_10	101_150,113_1,106_1
848	11	848	30000_101105_1,10000_1001_10	101_150,113_1,106_1
849	11	849	30000_101105_1,10000_1001_10	101_150,113_1,106_1
850	11	850	30000_101105_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
851	11	851	30000_101105_1,10000_1001_10	101_150,113_1,106_1
852	11	852	30000_101105_1,10000_1001_10	101_150,113_1,106_1
853	11	853	30000_101105_1,10000_1001_10	101_150,113_1,106_1
854	11	854	30000_101105_1,10000_1001_10	101_150,113_1,106_1
855	11	855	30000_101105_1,10000_1001_10	101_150,113_1,106_1
856	11	856	30000_101105_1,10000_1001_10	101_150,113_1,106_1
857	11	857	30000_101105_1,10000_1001_10	101_150,113_1,106_1
858	11	858	30000_101105_1,10000_1001_10	101_150,113_1,106_1
859	11	859	30000_101105_1,10000_1001_10	101_150,113_1,106_1
860	11	860	30000_101105_1,10000_1001_10	101_150,113_1,106_1
861	11	861	30000_101105_1,10000_1001_10	101_150,113_1,106_1
862	11	862	30000_101105_1,10000_1001_10	101_150,113_1,106_1
863	11	863	30000_101105_1,10000_1001_10	101_150,113_1,106_1
864	11	864	30000_101105_1,10000_1001_10	101_150,113_1,106_1
865	11	865	30000_101105_1,10000_1001_10	101_150,113_1,106_1
866	11	866	30000_101105_1,10000_1001_10	101_150,113_1,106_1
867	11	867	30000_101105_1,10000_1001_10	101_150,113_1,106_1
868	11	868	30000_101105_1,10000_1001_10	101_150,113_1,106_1
869	11	869	30000_101105_1,10000_1001_10	101_150,113_1,106_1
870	11	870	30000_101105_1,10000_1001_10	101_150,113_1,106_1
871	11	871	30000_101105_1,10000_1001_10	101_150,113_1,106_1
872	11	872	30000_101105_1,10000_1001_10	101_150,113_1,106_1
873	11	873	30000_101105_1,10000_1001_10	101_150,113_1,106_1
874	11	874	30000_101105_1,10000_1001_10	101_150,113_1,106_1
875	11	875	30000_101105_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
876	11	876	30000_101105_1,10000_1001_10	101_150,113_1,106_1
877	11	877	30000_101105_1,10000_1001_10	101_150,113_1,106_1
878	11	878	30000_101105_1,10000_1001_10	101_150,113_1,106_1
879	11	879	30000_101105_1,10000_1001_10	101_150,113_1,106_1
880	11	880	30000_101105_1,10000_1001_10	101_150,113_1,106_1
881	11	881	30000_101105_1,10000_1001_10	101_150,113_1,106_1
882	11	882	30000_101105_1,10000_1001_10	101_150,113_1,106_1
883	11	883	30000_101105_1,10000_1001_10	101_150,113_1,106_1
884	11	884	30000_101105_1,10000_1001_10	101_150,113_1,106_1
885	11	885	30000_101105_1,10000_1001_10	101_150,113_1,106_1
886	11	886	30000_101105_1,10000_1001_10	101_150,113_1,106_1
887	11	887	30000_101105_1,10000_1001_10	101_150,113_1,106_1
888	11	888	30000_101105_1,10000_1001_10	101_150,113_1,106_1
889	11	889	30000_101105_1,10000_1001_10	101_150,113_1,106_1
890	11	890	30000_101105_1,10000_1001_10	101_150,113_1,106_1
891	11	891	30000_101105_1,10000_1001_10	101_150,113_1,106_1
892	11	892	30000_101105_1,10000_1001_10	101_150,113_1,106_1
893	11	893	30000_101105_1,10000_1001_10	101_150,113_1,106_1
894	11	894	30000_101105_1,10000_1001_10	101_150,113_1,106_1
895	11	895	30000_101105_1,10000_1001_10	101_150,113_1,106_1
896	11	896	30000_101105_1,10000_1001_10	101_150,113_1,106_1
897	11	897	30000_101105_1,10000_1001_10	101_150,113_1,106_1
898	11	898	30000_101105_1,10000_1001_10	101_150,113_1,106_1
899	11	899	30000_101105_1,10000_1001_10	101_150,113_1,106_1
900	11	900	30000_101105_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
901	12	901	30000_101105_1,10000_1001_10	101_150,113_1,106_1
902	12	902	30000_101105_1,10000_1001_10	101_150,113_1,106_1
903	12	903	30000_101105_1,10000_1001_10	101_150,113_1,106_1
904	12	904	30000_101105_1,10000_1001_10	101_150,113_1,106_1
905	12	905	30000_101105_1,10000_1001_10	101_150,113_1,106_1
906	12	906	30000_101105_1,10000_1001_10	101_150,113_1,106_1
907	12	907	30000_101105_1,10000_1001_10	101_150,113_1,106_1
908	12	908	30000_101105_1,10000_1001_10	101_150,113_1,106_1
909	12	909	30000_101105_1,10000_1001_10	101_150,113_1,106_1
910	12	910	30000_101105_1,10000_1001_10	101_150,113_1,106_1
911	12	911	30000_101105_1,10000_1001_10	101_150,113_1,106_1
912	12	912	30000_101105_1,10000_1001_10	101_150,113_1,106_1
913	12	913	30000_101105_1,10000_1001_10	101_150,113_1,106_1
914	12	914	30000_101105_1,10000_1001_10	101_150,113_1,106_1
915	12	915	30000_101105_1,10000_1001_10	101_150,113_1,106_1
916	12	916	30000_101105_1,10000_1001_10	101_150,113_1,106_1
917	12	917	30000_101105_1,10000_1001_10	101_150,113_1,106_1
918	12	918	30000_101105_1,10000_1001_10	101_150,113_1,106_1
919	12	919	30000_101105_1,10000_1001_10	101_150,113_1,106_1
920	12	920	30000_101105_1,10000_1001_10	101_150,113_1,106_1
921	12	921	30000_101105_1,10000_1001_10	101_150,113_1,106_1
922	12	922	30000_101105_1,10000_1001_10	101_150,113_1,106_1
923	12	923	30000_101105_1,10000_1001_10	101_150,113_1,106_1
924	12	924	30000_101105_1,10000_1001_10	101_150,113_1,106_1
925	12	925	30000_101105_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
926	12	926	30000_101105_1,10000_1001_10	101_150,113_1,106_1
927	12	927	30000_101105_1,10000_1001_10	101_150,113_1,106_1
928	12	928	30000_101105_1,10000_1001_10	101_150,113_1,106_1
929	12	929	30000_101105_1,10000_1001_10	101_150,113_1,106_1
930	12	930	30000_101105_1,10000_1001_10	101_150,113_1,106_1
931	12	931	30000_101105_1,10000_1001_10	101_150,113_1,106_1
932	12	932	30000_101105_1,10000_1001_10	101_150,113_1,106_1
933	12	933	30000_101105_1,10000_1001_10	101_150,113_1,106_1
934	12	934	30000_101105_1,10000_1001_10	101_150,113_1,106_1
935	12	935	30000_101105_1,10000_1001_10	101_150,113_1,106_1
936	12	936	30000_101105_1,10000_1001_10	101_150,113_1,106_1
937	12	937	30000_101105_1,10000_1001_10	101_150,113_1,106_1
938	12	938	30000_101105_1,10000_1001_10	101_150,113_1,106_1
939	12	939	30000_101105_1,10000_1001_10	101_150,113_1,106_1
940	12	940	30000_101105_1,10000_1001_10	101_150,113_1,106_1
941	12	941	30000_101105_1,10000_1001_10	101_150,113_1,106_1
942	12	942	30000_101105_1,10000_1001_10	101_150,113_1,106_1
943	12	943	30000_101105_1,10000_1001_10	101_150,113_1,106_1
944	12	944	30000_101105_1,10000_1001_10	101_150,113_1,106_1
945	12	945	30000_101105_1,10000_1001_10	101_150,113_1,106_1
946	12	946	30000_101105_1,10000_1001_10	101_150,113_1,106_1
947	12	947	30000_101105_1,10000_1001_10	101_150,113_1,106_1
948	12	948	30000_101105_1,10000_1001_10	101_150,113_1,106_1
949	12	949	30000_101105_1,10000_1001_10	101_150,113_1,106_1
950	12	950	30000_101105_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
951	12	951	30000_101105_1,10000_1001_10	101_150,113_1,106_1
952	12	952	30000_101105_1,10000_1001_10	101_150,113_1,106_1
953	12	953	30000_101105_1,10000_1001_10	101_150,113_1,106_1
954	12	954	30000_101105_1,10000_1001_10	101_150,113_1,106_1
955	12	955	30000_101105_1,10000_1001_10	101_150,113_1,106_1
956	12	956	30000_101105_1,10000_1001_10	101_150,113_1,106_1
957	12	957	30000_101105_1,10000_1001_10	101_150,113_1,106_1
958	12	958	30000_101105_1,10000_1001_10	101_150,113_1,106_1
959	12	959	30000_101105_1,10000_1001_10	101_150,113_1,106_1
960	12	960	30000_101105_1,10000_1001_10	101_150,113_1,106_1
961	12	961	30000_101105_1,10000_1001_10	101_150,113_1,106_1
962	12	962	30000_101105_1,10000_1001_10	101_150,113_1,106_1
963	12	963	30000_101105_1,10000_1001_10	101_150,113_1,106_1
964	12	964	30000_101105_1,10000_1001_10	101_150,113_1,106_1
965	12	965	30000_101105_1,10000_1001_10	101_150,113_1,106_1
966	12	966	30000_101105_1,10000_1001_10	101_150,113_1,106_1
967	12	967	30000_101105_1,10000_1001_10	101_150,113_1,106_1
968	12	968	30000_101105_1,10000_1001_10	101_150,113_1,106_1
969	12	969	30000_101105_1,10000_1001_10	101_150,113_1,106_1
970	12	970	30000_101105_1,10000_1001_10	101_150,113_1,106_1
971	12	971	30000_101105_1,10000_1001_10	101_150,113_1,106_1
972	12	972	30000_101105_1,10000_1001_10	101_150,113_1,106_1
973	12	973	30000_101105_1,10000_1001_10	101_150,113_1,106_1
974	12	974	30000_101105_1,10000_1001_10	101_150,113_1,106_1
975	12	975	30000_101105_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
976	12	976	30000_101105_1,10000_1001_10	101_150,113_1,106_1
977	12	977	30000_101105_1,10000_1001_10	101_150,113_1,106_1
978	12	978	30000_101105_1,10000_1001_10	101_150,113_1,106_1
979	12	979	30000_101105_1,10000_1001_10	101_150,113_1,106_1
980	12	980	30000_101105_1,10000_1001_10	101_150,113_1,106_1
981	12	981	30000_101105_1,10000_1001_10	101_150,113_1,106_1
982	12	982	30000_101105_1,10000_1001_10	101_150,113_1,106_1
983	12	983	30000_101105_1,10000_1001_10	101_150,113_1,106_1
984	12	984	30000_101105_1,10000_1001_10	101_150,113_1,106_1
985	12	985	30000_101105_1,10000_1001_10	101_150,113_1,106_1
986	12	986	30000_101105_1,10000_1001_10	101_150,113_1,106_1
987	12	987	30000_101105_1,10000_1001_10	101_150,113_1,106_1
988	12	988	30000_101105_1,10000_1001_10	101_150,113_1,106_1
989	12	989	30000_101105_1,10000_1001_10	101_150,113_1,106_1
990	12	990	30000_101105_1,10000_1001_10	101_150,113_1,106_1
991	12	991	30000_101105_1,10000_1001_10	101_150,113_1,106_1
992	12	992	30000_101105_1,10000_1001_10	101_150,113_1,106_1
993	12	993	30000_101105_1,10000_1001_10	101_150,113_1,106_1
994	12	994	30000_101105_1,10000_1001_10	101_150,113_1,106_1
995	12	995	30000_101105_1,10000_1001_10	101_150,113_1,106_1
996	12	996	30000_101105_1,10000_1001_10	101_150,113_1,106_1
997	12	997	30000_101105_1,10000_1001_10	101_150,113_1,106_1
998	12	998	30000_101105_1,10000_1001_10	101_150,113_1,106_1
999	12	999	30000_101105_1,10000_1001_10	101_150,113_1,106_1
1000	12	1000	30000_101105_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
1001	13	1001	30000_101105_1,10000_1001_10	101_150,113_1,106_1
1002	13	1002	30000_101105_1,10000_1001_10	101_150,113_1,106_1
1003	13	1003	30000_101105_1,10000_1001_10	101_150,113_1,106_1
1004	13	1004	30000_101105_1,10000_1001_10	101_150,113_1,106_1
1005	13	1005	0	101_150,113_1,106_1
1006	13	1006	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1007	13	1007	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1008	13	1008	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1009	13	1009	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1010	13	1010	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1011	13	1011	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1012	13	1012	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1013	13	1013	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1014	13	1014	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1015	13	1015	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1016	13	1016	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1017	13	1017	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1018	13	1018	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1019	13	1019	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1020	13	1020	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1021	13	1021	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1022	13	1022	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1023	13	1023	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1024	13	1024	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1025	13	1025	30000_101106_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
1026	13	1026	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1027	13	1027	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1028	13	1028	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1029	13	1029	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1030	13	1030	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1031	13	1031	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1032	13	1032	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1033	13	1033	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1034	13	1034	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1035	13	1035	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1036	13	1036	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1037	13	1037	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1038	13	1038	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1039	13	1039	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1040	13	1040	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1041	13	1041	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1042	13	1042	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1043	13	1043	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1044	13	1044	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1045	13	1045	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1046	13	1046	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1047	13	1047	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1048	13	1048	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1049	13	1049	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1050	13	1050	30000_101106_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
1051	13	1051	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1052	13	1052	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1053	13	1053	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1054	13	1054	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1055	13	1055	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1056	13	1056	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1057	13	1057	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1058	13	1058	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1059	13	1059	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1060	13	1060	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1061	13	1061	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1062	13	1062	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1063	13	1063	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1064	13	1064	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1065	13	1065	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1066	13	1066	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1067	13	1067	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1068	13	1068	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1069	13	1069	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1070	13	1070	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1071	13	1071	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1072	13	1072	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1073	13	1073	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1074	13	1074	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1075	13	1075	30000_101106_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
1076	13	1076	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1077	13	1077	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1078	13	1078	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1079	13	1079	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1080	13	1080	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1081	13	1081	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1082	13	1082	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1083	13	1083	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1084	13	1084	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1085	13	1085	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1086	13	1086	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1087	13	1087	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1088	13	1088	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1089	13	1089	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1090	13	1090	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1091	13	1091	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1092	13	1092	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1093	13	1093	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1094	13	1094	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1095	13	1095	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1096	13	1096	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1097	13	1097	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1098	13	1098	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1099	13	1099	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1100	13	1100	30000_101106_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
1101	14	1101	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1102	14	1102	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1103	14	1103	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1104	14	1104	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1105	14	1105	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1106	14	1106	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1107	14	1107	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1108	14	1108	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1109	14	1109	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1110	14	1110	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1111	14	1111	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1112	14	1112	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1113	14	1113	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1114	14	1114	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1115	14	1115	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1116	14	1116	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1117	14	1117	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1118	14	1118	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1119	14	1119	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1120	14	1120	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1121	14	1121	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1122	14	1122	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1123	14	1123	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1124	14	1124	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1125	14	1125	30000_101106_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
1126	14	1126	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1127	14	1127	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1128	14	1128	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1129	14	1129	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1130	14	1130	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1131	14	1131	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1132	14	1132	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1133	14	1133	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1134	14	1134	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1135	14	1135	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1136	14	1136	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1137	14	1137	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1138	14	1138	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1139	14	1139	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1140	14	1140	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1141	14	1141	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1142	14	1142	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1143	14	1143	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1144	14	1144	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1145	14	1145	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1146	14	1146	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1147	14	1147	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1148	14	1148	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1149	14	1149	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1150	14	1150	30000_101106_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
1151	14	1151	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1152	14	1152	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1153	14	1153	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1154	14	1154	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1155	14	1155	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1156	14	1156	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1157	14	1157	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1158	14	1158	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1159	14	1159	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1160	14	1160	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1161	14	1161	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1162	14	1162	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1163	14	1163	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1164	14	1164	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1165	14	1165	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1166	14	1166	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1167	14	1167	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1168	14	1168	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1169	14	1169	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1170	14	1170	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1171	14	1171	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1172	14	1172	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1173	14	1173	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1174	14	1174	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1175	14	1175	30000_101106_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
1176	14	1176	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1177	14	1177	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1178	14	1178	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1179	14	1179	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1180	14	1180	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1181	14	1181	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1182	14	1182	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1183	14	1183	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1184	14	1184	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1185	14	1185	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1186	14	1186	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1187	14	1187	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1188	14	1188	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1189	14	1189	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1190	14	1190	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1191	14	1191	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1192	14	1192	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1193	14	1193	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1194	14	1194	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1195	14	1195	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1196	14	1196	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1197	14	1197	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1198	14	1198	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1199	14	1199	30000_101106_1,10000_1001_10	101_150,113_1,106_1
1200	14	1200	30000_101106_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
