ID	Hero	QuestionStr	Answer1	Answer2	End1	End2
10043	10	@QuestionStr_10003	@Answer1_10003	@Answer2_10003	@End1_10003	@End2_10003
10044	10	@QuestionStr_10004	@Answer1_10004	@Answer2_10004	@End1_10004	@End2_10004
10045	10	@QuestionStr_10005	@Answer1_10005	@Answer2_10005	@End1_10005	@End2_10005
10046	10	@QuestionStr_10006	@Answer1_10006	@Answer2_10006	@End1_10006	@End2_10006
10047	10	@QuestionStr_10007	@Answer1_10007	@Answer2_10007	@End1_10007	@End2_10007
10048	10	@QuestionStr_10008	@Answer1_10008	@Answer2_10008	@End1_10008	@End2_10008
10049	10	@QuestionStr_10009	@Answer1_10009	@Answer2_10009	@End1_10009	@End2_10009
10050	10	@QuestionStr_10010	@Answer1_10010	@Answer2_10010	@End1_10010	@End2_10010
10051	10	@QuestionStr_10001	@Answer1_10001	@Answer2_10001	@End1_10001	@End2_10001
10052	10	@QuestionStr_10002	@Answer1_10002	@Answer2_10002	@End1_10002	@End2_10002
10053	10	@QuestionStr_10003	@Answer1_10003	@Answer2_10003	@End1_10003	@End2_10003
10054	10	@QuestionStr_10004	@Answer1_10004	@Answer2_10004	@End1_10004	@End2_10004
10055	10	@QuestionStr_10005	@Answer1_10005	@Answer2_10005	@End1_10005	@End2_10005
10056	10	@QuestionStr_10006	@Answer1_10006	@Answer2_10006	@End1_10006	@End2_10006
10057	10	@QuestionStr_10007	@Answer1_10007	@Answer2_10007	@End1_10007	@End2_10007
10058	10	@QuestionStr_10008	@Answer1_10008	@Answer2_10008	@End1_10008	@End2_10008
10059	10	@QuestionStr_10009	@Answer1_10009	@Answer2_10009	@End1_10009	@End2_10009
10060	10	@QuestionStr_10010	@Answer1_10010	@Answer2_10010	@End1_10010	@End2_10010
11001	11	@QuestionStr_11001	@Answer1_11001	@Answer2_11001	@End1_11001	@End2_11001
11002	11	@QuestionStr_11002	@Answer1_11002	@Answer2_11002	@End1_11002	@End2_11002
11003	11	@QuestionStr_11003	@Answer1_11003	@Answer2_11003	@End1_11003	@End2_11003
11004	11	@QuestionStr_11004	@Answer1_11004	@Answer2_11004	@End1_11004	@End2_11004
11005	11	@QuestionStr_11005	@Answer1_11005	@Answer2_11005	@End1_11005	@End2_11005
11006	11	@QuestionStr_11006	@Answer1_11006	@Answer2_11006	@End1_11006	@End2_11006
11007	11	@QuestionStr_11007	@Answer1_11007	@Answer2_11007	@End1_11007	@End2_11007
11008	11	@QuestionStr_11008	@Answer1_11008	@Answer2_11008	@End1_11008	@End2_11008
11009	11	@QuestionStr_11009	@Answer1_11009	@Answer2_11009	@End1_11009	@End2_11009
11010	11	@QuestionStr_11010	@Answer1_11010	@Answer2_11010	@End1_11010	@End2_11010
11011	11	@QuestionStr_11001	@Answer1_11001	@Answer2_11001	@End1_11001	@End2_11001
11012	11	@QuestionStr_11002	@Answer1_11002	@Answer2_11002	@End1_11002	@End2_11002
11013	11	@QuestionStr_11003	@Answer1_11003	@Answer2_11003	@End1_11003	@End2_11003
11014	11	@QuestionStr_11004	@Answer1_11004	@Answer2_11004	@End1_11004	@End2_11004
11015	11	@QuestionStr_11005	@Answer1_11005	@Answer2_11005	@End1_11005	@End2_11005
11016	11	@QuestionStr_11006	@Answer1_11006	@Answer2_11006	@End1_11006	@End2_11006
11017	11	@QuestionStr_11007	@Answer1_11007	@Answer2_11007	@End1_11007	@End2_11007
11018	11	@QuestionStr_11008	@Answer1_11008	@Answer2_11008	@End1_11008	@End2_11008
11019	11	@QuestionStr_11009	@Answer1_11009	@Answer2_11009	@End1_11009	@End2_11009
11020	11	@QuestionStr_11010	@Answer1_11010	@Answer2_11010	@End1_11010	@End2_11010
11021	11	@QuestionStr_11001	@Answer1_11001	@Answer2_11001	@End1_11001	@End2_11001
11022	11	@QuestionStr_11002	@Answer1_11002	@Answer2_11002	@End1_11002	@End2_11002
11023	11	@QuestionStr_11003	@Answer1_11003	@Answer2_11003	@End1_11003	@End2_11003
11024	11	@QuestionStr_11004	@Answer1_11004	@Answer2_11004	@End1_11004	@End2_11004
11025	11	@QuestionStr_11005	@Answer1_11005	@Answer2_11005	@End1_11005	@End2_11005
11026	11	@QuestionStr_11006	@Answer1_11006	@Answer2_11006	@End1_11006	@End2_11006
11027	11	@QuestionStr_11007	@Answer1_11007	@Answer2_11007	@End1_11007	@End2_11007
11028	11	@QuestionStr_11008	@Answer1_11008	@Answer2_11008	@End1_11008	@End2_11008
11029	11	@QuestionStr_11009	@Answer1_11009	@Answer2_11009	@End1_11009	@End2_11009
11030	11	@QuestionStr_11010	@Answer1_11010	@Answer2_11010	@End1_11010	@End2_11010
11031	11	@QuestionStr_11001	@Answer1_11001	@Answer2_11001	@End1_11001	@End2_11001
11032	11	@QuestionStr_11002	@Answer1_11002	@Answer2_11002	@End1_11002	@End2_11002
11033	11	@QuestionStr_11003	@Answer1_11003	@Answer2_11003	@End1_11003	@End2_11003
11034	11	@QuestionStr_11004	@Answer1_11004	@Answer2_11004	@End1_11004	@End2_11004
11035	11	@QuestionStr_11005	@Answer1_11005	@Answer2_11005	@End1_11005	@End2_11005
11036	11	@QuestionStr_11006	@Answer1_11006	@Answer2_11006	@End1_11006	@End2_11006
11037	11	@QuestionStr_11007	@Answer1_11007	@Answer2_11007	@End1_11007	@End2_11007
11038	11	@QuestionStr_11008	@Answer1_11008	@Answer2_11008	@End1_11008	@End2_11008
11039	11	@QuestionStr_11009	@Answer1_11009	@Answer2_11009	@End1_11009	@End2_11009
11040	11	@QuestionStr_11010	@Answer1_11010	@Answer2_11010	@End1_11010	@End2_11010
11041	11	@QuestionStr_11001	@Answer1_11001	@Answer2_11001	@End1_11001	@End2_11001
11042	11	@QuestionStr_11002	@Answer1_11002	@Answer2_11002	@End1_11002	@End2_11002
11043	11	@QuestionStr_11003	@Answer1_11003	@Answer2_11003	@End1_11003	@End2_11003
11044	11	@QuestionStr_11004	@Answer1_11004	@Answer2_11004	@End1_11004	@End2_11004
11045	11	@QuestionStr_11005	@Answer1_11005	@Answer2_11005	@End1_11005	@End2_11005
11046	11	@QuestionStr_11006	@Answer1_11006	@Answer2_11006	@End1_11006	@End2_11006
11047	11	@QuestionStr_11007	@Answer1_11007	@Answer2_11007	@End1_11007	@End2_11007
11048	11	@QuestionStr_11008	@Answer1_11008	@Answer2_11008	@End1_11008	@End2_11008
11049	11	@QuestionStr_11009	@Answer1_11009	@Answer2_11009	@End1_11009	@End2_11009
11050	11	@QuestionStr_11010	@Answer1_11010	@Answer2_11010	@End1_11010	@End2_11010
11051	11	@QuestionStr_11001	@Answer1_11001	@Answer2_11001	@End1_11001	@End2_11001
11052	11	@QuestionStr_11002	@Answer1_11002	@Answer2_11002	@End1_11002	@End2_11002
11053	11	@QuestionStr_11003	@Answer1_11003	@Answer2_11003	@End1_11003	@End2_11003
11054	11	@QuestionStr_11004	@Answer1_11004	@Answer2_11004	@End1_11004	@End2_11004
11055	11	@QuestionStr_11005	@Answer1_11005	@Answer2_11005	@End1_11005	@End2_11005
11056	11	@QuestionStr_11006	@Answer1_11006	@Answer2_11006	@End1_11006	@End2_11006
11057	11	@QuestionStr_11007	@Answer1_11007	@Answer2_11007	@End1_11007	@End2_11007
11058	11	@QuestionStr_11008	@Answer1_11008	@Answer2_11008	@End1_11008	@End2_11008
11059	11	@QuestionStr_11009	@Answer1_11009	@Answer2_11009	@End1_11009	@End2_11009
11060	11	@QuestionStr_11010	@Answer1_11010	@Answer2_11010	@End1_11010	@End2_11010
12001	12	@QuestionStr_12001	@Answer1_12001	@Answer2_12001	@End1_12001	@End2_12001
12002	12	@QuestionStr_12002	@Answer1_12002	@Answer2_12002	@End1_12002	@End2_12002
12003	12	@QuestionStr_12003	@Answer1_12003	@Answer2_12003	@End1_12003	@End2_12003
12004	12	@QuestionStr_12004	@Answer1_12004	@Answer2_12004	@End1_12004	@End2_12004
12005	12	@QuestionStr_12005	@Answer1_12005	@Answer2_12005	@End1_12005	@End2_12005
12006	12	@QuestionStr_12006	@Answer1_12006	@Answer2_12006	@End1_12006	@End2_12006
12007	12	@QuestionStr_12007	@Answer1_12007	@Answer2_12007	@End1_12007	@End2_12007
12008	12	@QuestionStr_12008	@Answer1_12008	@Answer2_12008	@End1_12008	@End2_12008
12009	12	@QuestionStr_12009	@Answer1_12009	@Answer2_12009	@End1_12009	@End2_12009
12010	12	@QuestionStr_12010	@Answer1_12010	@Answer2_12010	@End1_12010	@End2_12010
12011	12	@QuestionStr_12001	@Answer1_12001	@Answer2_12001	@End1_12001	@End2_12001
12012	12	@QuestionStr_12002	@Answer1_12002	@Answer2_12002	@End1_12002	@End2_12002
12013	12	@QuestionStr_12003	@Answer1_12003	@Answer2_12003	@End1_12003	@End2_12003
12014	12	@QuestionStr_12004	@Answer1_12004	@Answer2_12004	@End1_12004	@End2_12004
12015	12	@QuestionStr_12005	@Answer1_12005	@Answer2_12005	@End1_12005	@End2_12005
12016	12	@QuestionStr_12006	@Answer1_12006	@Answer2_12006	@End1_12006	@End2_12006
12017	12	@QuestionStr_12007	@Answer1_12007	@Answer2_12007	@End1_12007	@End2_12007
12018	12	@QuestionStr_12008	@Answer1_12008	@Answer2_12008	@End1_12008	@End2_12008
12019	12	@QuestionStr_12009	@Answer1_12009	@Answer2_12009	@End1_12009	@End2_12009
12020	12	@QuestionStr_12010	@Answer1_12010	@Answer2_12010	@End1_12010	@End2_12010
12021	12	@QuestionStr_12001	@Answer1_12001	@Answer2_12001	@End1_12001	@End2_12001
12022	12	@QuestionStr_12002	@Answer1_12002	@Answer2_12002	@End1_12002	@End2_12002
12023	12	@QuestionStr_12003	@Answer1_12003	@Answer2_12003	@End1_12003	@End2_12003
12024	12	@QuestionStr_12004	@Answer1_12004	@Answer2_12004	@End1_12004	@End2_12004
12025	12	@QuestionStr_12005	@Answer1_12005	@Answer2_12005	@End1_12005	@End2_12005
12026	12	@QuestionStr_12006	@Answer1_12006	@Answer2_12006	@End1_12006	@End2_12006
12027	12	@QuestionStr_12007	@Answer1_12007	@Answer2_12007	@End1_12007	@End2_12007
12028	12	@QuestionStr_12008	@Answer1_12008	@Answer2_12008	@End1_12008	@End2_12008
12029	12	@QuestionStr_12009	@Answer1_12009	@Answer2_12009	@End1_12009	@End2_12009
12030	12	@QuestionStr_12010	@Answer1_12010	@Answer2_12010	@End1_12010	@End2_12010
12031	12	@QuestionStr_12001	@Answer1_12001	@Answer2_12001	@End1_12001	@End2_12001
12032	12	@QuestionStr_12002	@Answer1_12002	@Answer2_12002	@End1_12002	@End2_12002
12033	12	@QuestionStr_12003	@Answer1_12003	@Answer2_12003	@End1_12003	@End2_12003
12034	12	@QuestionStr_12004	@Answer1_12004	@Answer2_12004	@End1_12004	@End2_12004
12035	12	@QuestionStr_12005	@Answer1_12005	@Answer2_12005	@End1_12005	@End2_12005
12036	12	@QuestionStr_12006	@Answer1_12006	@Answer2_12006	@End1_12006	@End2_12006
12037	12	@QuestionStr_12007	@Answer1_12007	@Answer2_12007	@End1_12007	@End2_12007
12038	12	@QuestionStr_12008	@Answer1_12008	@Answer2_12008	@End1_12008	@End2_12008
12039	12	@QuestionStr_12009	@Answer1_12009	@Answer2_12009	@End1_12009	@End2_12009
12040	12	@QuestionStr_12010	@Answer1_12010	@Answer2_12010	@End1_12010	@End2_12010
12041	12	@QuestionStr_12001	@Answer1_12001	@Answer2_12001	@End1_12001	@End2_12001
12042	12	@QuestionStr_12002	@Answer1_12002	@Answer2_12002	@End1_12002	@End2_12002
12043	12	@QuestionStr_12003	@Answer1_12003	@Answer2_12003	@End1_12003	@End2_12003
12044	12	@QuestionStr_12004	@Answer1_12004	@Answer2_12004	@End1_12004	@End2_12004
12045	12	@QuestionStr_12005	@Answer1_12005	@Answer2_12005	@End1_12005	@End2_12005
12046	12	@QuestionStr_12006	@Answer1_12006	@Answer2_12006	@End1_12006	@End2_12006
12047	12	@QuestionStr_12007	@Answer1_12007	@Answer2_12007	@End1_12007	@End2_12007
12048	12	@QuestionStr_12008	@Answer1_12008	@Answer2_12008	@End1_12008	@End2_12008
12049	12	@QuestionStr_12009	@Answer1_12009	@Answer2_12009	@End1_12009	@End2_12009
12050	12	@QuestionStr_12010	@Answer1_12010	@Answer2_12010	@End1_12010	@End2_12010
12051	12	@QuestionStr_12001	@Answer1_12001	@Answer2_12001	@End1_12001	@End2_12001
12052	12	@QuestionStr_12002	@Answer1_12002	@Answer2_12002	@End1_12002	@End2_12002
12053	12	@QuestionStr_12003	@Answer1_12003	@Answer2_12003	@End1_12003	@End2_12003
12054	12	@QuestionStr_12004	@Answer1_12004	@Answer2_12004	@End1_12004	@End2_12004
12055	12	@QuestionStr_12005	@Answer1_12005	@Answer2_12005	@End1_12005	@End2_12005
12056	12	@QuestionStr_12006	@Answer1_12006	@Answer2_12006	@End1_12006	@End2_12006
12057	12	@QuestionStr_12007	@Answer1_12007	@Answer2_12007	@End1_12007	@End2_12007
12058	12	@QuestionStr_12008	@Answer1_12008	@Answer2_12008	@End1_12008	@End2_12008
12059	12	@QuestionStr_12009	@Answer1_12009	@Answer2_12009	@End1_12009	@End2_12009
12060	12	@QuestionStr_12010	@Answer1_12010	@Answer2_12010	@End1_12010	@End2_12010
13001	13	@QuestionStr_13001	@Answer1_13001	@Answer2_13001	@End1_13001	@End2_13001
13002	13	@QuestionStr_13002	@Answer1_13002	@Answer2_13002	@End1_13002	@End2_13002
13003	13	@QuestionStr_13003	@Answer1_13003	@Answer2_13003	@End1_13003	@End2_13003
13004	13	@QuestionStr_13004	@Answer1_13004	@Answer2_13004	@End1_13004	@End2_13004
13005	13	@QuestionStr_13005	@Answer1_13005	@Answer2_13005	@End1_13005	@End2_13005
13006	13	@QuestionStr_13006	@Answer1_13006	@Answer2_13006	@End1_13006	@End2_13006
13007	13	@QuestionStr_13007	@Answer1_13007	@Answer2_13007	@End1_13007	@End2_13007
13008	13	@QuestionStr_13008	@Answer1_13008	@Answer2_13008	@End1_13008	@End2_13008
13009	13	@QuestionStr_13009	@Answer1_13009	@Answer2_13009	@End1_13009	@End2_13009
13010	13	@QuestionStr_13010	@Answer1_13010	@Answer2_13010	@End1_13010	@End2_13010
13011	13	@QuestionStr_13001	@Answer1_13001	@Answer2_13001	@End1_13001	@End2_13001
13012	13	@QuestionStr_13002	@Answer1_13002	@Answer2_13002	@End1_13002	@End2_13002
13013	13	@QuestionStr_13003	@Answer1_13003	@Answer2_13003	@End1_13003	@End2_13003
13014	13	@QuestionStr_13004	@Answer1_13004	@Answer2_13004	@End1_13004	@End2_13004
13015	13	@QuestionStr_13005	@Answer1_13005	@Answer2_13005	@End1_13005	@End2_13005
13016	13	@QuestionStr_13006	@Answer1_13006	@Answer2_13006	@End1_13006	@End2_13006
13017	13	@QuestionStr_13007	@Answer1_13007	@Answer2_13007	@End1_13007	@End2_13007
13018	13	@QuestionStr_13008	@Answer1_13008	@Answer2_13008	@End1_13008	@End2_13008
13019	13	@QuestionStr_13009	@Answer1_13009	@Answer2_13009	@End1_13009	@End2_13009
13020	13	@QuestionStr_13010	@Answer1_13010	@Answer2_13010	@End1_13010	@End2_13010
13021	13	@QuestionStr_13001	@Answer1_13001	@Answer2_13001	@End1_13001	@End2_13001
13022	13	@QuestionStr_13002	@Answer1_13002	@Answer2_13002	@End1_13002	@End2_13002
13023	13	@QuestionStr_13003	@Answer1_13003	@Answer2_13003	@End1_13003	@End2_13003
13024	13	@QuestionStr_13004	@Answer1_13004	@Answer2_13004	@End1_13004	@End2_13004
13025	13	@QuestionStr_13005	@Answer1_13005	@Answer2_13005	@End1_13005	@End2_13005
13026	13	@QuestionStr_13006	@Answer1_13006	@Answer2_13006	@End1_13006	@End2_13006
13027	13	@QuestionStr_13007	@Answer1_13007	@Answer2_13007	@End1_13007	@End2_13007
13028	13	@QuestionStr_13008	@Answer1_13008	@Answer2_13008	@End1_13008	@End2_13008
13029	13	@QuestionStr_13009	@Answer1_13009	@Answer2_13009	@End1_13009	@End2_13009
13030	13	@QuestionStr_13010	@Answer1_13010	@Answer2_13010	@End1_13010	@End2_13010
13031	13	@QuestionStr_13001	@Answer1_13001	@Answer2_13001	@End1_13001	@End2_13001
13032	13	@QuestionStr_13002	@Answer1_13002	@Answer2_13002	@End1_13002	@End2_13002
13033	13	@QuestionStr_13003	@Answer1_13003	@Answer2_13003	@End1_13003	@End2_13003
13034	13	@QuestionStr_13004	@Answer1_13004	@Answer2_13004	@End1_13004	@End2_13004
13035	13	@QuestionStr_13005	@Answer1_13005	@Answer2_13005	@End1_13005	@End2_13005
13036	13	@QuestionStr_13006	@Answer1_13006	@Answer2_13006	@End1_13006	@End2_13006
13037	13	@QuestionStr_13007	@Answer1_13007	@Answer2_13007	@End1_13007	@End2_13007
13038	13	@QuestionStr_13008	@Answer1_13008	@Answer2_13008	@End1_13008	@End2_13008
13039	13	@QuestionStr_13009	@Answer1_13009	@Answer2_13009	@End1_13009	@End2_13009
13040	13	@QuestionStr_13010	@Answer1_13010	@Answer2_13010	@End1_13010	@End2_13010
13041	13	@QuestionStr_13001	@Answer1_13001	@Answer2_13001	@End1_13001	@End2_13001
13042	13	@QuestionStr_13002	@Answer1_13002	@Answer2_13002	@End1_13002	@End2_13002
13043	13	@QuestionStr_13003	@Answer1_13003	@Answer2_13003	@End1_13003	@End2_13003
13044	13	@QuestionStr_13004	@Answer1_13004	@Answer2_13004	@End1_13004	@End2_13004
13045	13	@QuestionStr_13005	@Answer1_13005	@Answer2_13005	@End1_13005	@End2_13005
13046	13	@QuestionStr_13006	@Answer1_13006	@Answer2_13006	@End1_13006	@End2_13006
13047	13	@QuestionStr_13007	@Answer1_13007	@Answer2_13007	@End1_13007	@End2_13007
13048	13	@QuestionStr_13008	@Answer1_13008	@Answer2_13008	@End1_13008	@End2_13008
13049	13	@QuestionStr_13009	@Answer1_13009	@Answer2_13009	@End1_13009	@End2_13009
13050	13	@QuestionStr_13010	@Answer1_13010	@Answer2_13010	@End1_13010	@End2_13010
13051	13	@QuestionStr_13001	@Answer1_13001	@Answer2_13001	@End1_13001	@End2_13001
13052	13	@QuestionStr_13002	@Answer1_13002	@Answer2_13002	@End1_13002	@End2_13002
13053	13	@QuestionStr_13003	@Answer1_13003	@Answer2_13003	@End1_13003	@End2_13003
13054	13	@QuestionStr_13004	@Answer1_13004	@Answer2_13004	@End1_13004	@End2_13004
13055	13	@QuestionStr_13005	@Answer1_13005	@Answer2_13005	@End1_13005	@End2_13005
13056	13	@QuestionStr_13006	@Answer1_13006	@Answer2_13006	@End1_13006	@End2_13006
13057	13	@QuestionStr_13007	@Answer1_13007	@Answer2_13007	@End1_13007	@End2_13007
13058	13	@QuestionStr_13008	@Answer1_13008	@Answer2_13008	@End1_13008	@End2_13008
13059	13	@QuestionStr_13009	@Answer1_13009	@Answer2_13009	@End1_13009	@End2_13009
13060	13	@QuestionStr_13010	@Answer1_13010	@Answer2_13010	@End1_13010	@End2_13010
14001	14	@QuestionStr_14001	@Answer1_14001	@Answer2_14001	@End1_14001	@End2_14001
14002	14	@QuestionStr_14002	@Answer1_14002	@Answer2_14002	@End1_14002	@End2_14002
14003	14	@QuestionStr_14003	@Answer1_14003	@Answer2_14003	@End1_14003	@End2_14003
14004	14	@QuestionStr_14004	@Answer1_14004	@Answer2_14004	@End1_14004	@End2_14004
14005	14	@QuestionStr_14005	@Answer1_14005	@Answer2_14005	@End1_14005	@End2_14005
14006	14	@QuestionStr_14006	@Answer1_14006	@Answer2_14006	@End1_14006	@End2_14006
14007	14	@QuestionStr_14007	@Answer1_14007	@Answer2_14007	@End1_14007	@End2_14007
14008	14	@QuestionStr_14008	@Answer1_14008	@Answer2_14008	@End1_14008	@End2_14008
14009	14	@QuestionStr_14009	@Answer1_14009	@Answer2_14009	@End1_14009	@End2_14009
14010	14	@QuestionStr_14010	@Answer1_14010	@Answer2_14010	@End1_14010	@End2_14010
14011	14	@QuestionStr_14001	@Answer1_14001	@Answer2_14001	@End1_14001	@End2_14001
14012	14	@QuestionStr_14002	@Answer1_14002	@Answer2_14002	@End1_14002	@End2_14002
14013	14	@QuestionStr_14003	@Answer1_14003	@Answer2_14003	@End1_14003	@End2_14003
14014	14	@QuestionStr_14004	@Answer1_14004	@Answer2_14004	@End1_14004	@End2_14004
14015	14	@QuestionStr_14005	@Answer1_14005	@Answer2_14005	@End1_14005	@End2_14005
14016	14	@QuestionStr_14006	@Answer1_14006	@Answer2_14006	@End1_14006	@End2_14006
14017	14	@QuestionStr_14007	@Answer1_14007	@Answer2_14007	@End1_14007	@End2_14007
14018	14	@QuestionStr_14008	@Answer1_14008	@Answer2_14008	@End1_14008	@End2_14008
14019	14	@QuestionStr_14009	@Answer1_14009	@Answer2_14009	@End1_14009	@End2_14009
14020	14	@QuestionStr_14010	@Answer1_14010	@Answer2_14010	@End1_14010	@End2_14010
14021	14	@QuestionStr_14001	@Answer1_14001	@Answer2_14001	@End1_14001	@End2_14001
14022	14	@QuestionStr_14002	@Answer1_14002	@Answer2_14002	@End1_14002	@End2_14002
14023	14	@QuestionStr_14003	@Answer1_14003	@Answer2_14003	@End1_14003	@End2_14003
14024	14	@QuestionStr_14004	@Answer1_14004	@Answer2_14004	@End1_14004	@End2_14004
14025	14	@QuestionStr_14005	@Answer1_14005	@Answer2_14005	@End1_14005	@End2_14005
14026	14	@QuestionStr_14006	@Answer1_14006	@Answer2_14006	@End1_14006	@End2_14006
14027	14	@QuestionStr_14007	@Answer1_14007	@Answer2_14007	@End1_14007	@End2_14007
14028	14	@QuestionStr_14008	@Answer1_14008	@Answer2_14008	@End1_14008	@End2_14008
14029	14	@QuestionStr_14009	@Answer1_14009	@Answer2_14009	@End1_14009	@End2_14009
14030	14	@QuestionStr_14010	@Answer1_14010	@Answer2_14010	@End1_14010	@End2_14010
14031	14	@QuestionStr_14001	@Answer1_14001	@Answer2_14001	@End1_14001	@End2_14001
14032	14	@QuestionStr_14002	@Answer1_14002	@Answer2_14002	@End1_14002	@End2_14002
14033	14	@QuestionStr_14003	@Answer1_14003	@Answer2_14003	@End1_14003	@End2_14003
14034	14	@QuestionStr_14004	@Answer1_14004	@Answer2_14004	@End1_14004	@End2_14004
14035	14	@QuestionStr_14005	@Answer1_14005	@Answer2_14005	@End1_14005	@End2_14005
14036	14	@QuestionStr_14006	@Answer1_14006	@Answer2_14006	@End1_14006	@End2_14006
14037	14	@QuestionStr_14007	@Answer1_14007	@Answer2_14007	@End1_14007	@End2_14007
14038	14	@QuestionStr_14008	@Answer1_14008	@Answer2_14008	@End1_14008	@End2_14008
14039	14	@QuestionStr_14009	@Answer1_14009	@Answer2_14009	@End1_14009	@End2_14009
14040	14	@QuestionStr_14010	@Answer1_14010	@Answer2_14010	@End1_14010	@End2_14010
14041	14	@QuestionStr_14001	@Answer1_14001	@Answer2_14001	@End1_14001	@End2_14001
14042	14	@QuestionStr_14002	@Answer1_14002	@Answer2_14002	@End1_14002	@End2_14002
14043	14	@QuestionStr_14003	@Answer1_14003	@Answer2_14003	@End1_14003	@End2_14003
14044	14	@QuestionStr_14004	@Answer1_14004	@Answer2_14004	@End1_14004	@End2_14004
14045	14	@QuestionStr_14005	@Answer1_14005	@Answer2_14005	@End1_14005	@End2_14005
14046	14	@QuestionStr_14006	@Answer1_14006	@Answer2_14006	@End1_14006	@End2_14006
14047	14	@QuestionStr_14007	@Answer1_14007	@Answer2_14007	@End1_14007	@End2_14007
14048	14	@QuestionStr_14008	@Answer1_14008	@Answer2_14008	@End1_14008	@End2_14008
14049	14	@QuestionStr_14009	@Answer1_14009	@Answer2_14009	@End1_14009	@End2_14009
14050	14	@QuestionStr_14010	@Answer1_14010	@Answer2_14010	@End1_14010	@End2_14010
14051	14	@QuestionStr_14001	@Answer1_14001	@Answer2_14001	@End1_14001	@End2_14001
14052	14	@QuestionStr_14002	@Answer1_14002	@Answer2_14002	@End1_14002	@End2_14002
14053	14	@QuestionStr_14003	@Answer1_14003	@Answer2_14003	@End1_14003	@End2_14003
14054	14	@QuestionStr_14004	@Answer1_14004	@Answer2_14004	@End1_14004	@End2_14004
14055	14	@QuestionStr_14005	@Answer1_14005	@Answer2_14005	@End1_14005	@End2_14005
14056	14	@QuestionStr_14006	@Answer1_14006	@Answer2_14006	@End1_14006	@End2_14006
14057	14	@QuestionStr_14007	@Answer1_14007	@Answer2_14007	@End1_14007	@End2_14007
14058	14	@QuestionStr_14008	@Answer1_14008	@Answer2_14008	@End1_14008	@End2_14008
14059	14	@QuestionStr_14009	@Answer1_14009	@Answer2_14009	@End1_14009	@End2_14009
14060	14	@QuestionStr_14010	@Answer1_14010	@Answer2_14010	@End1_14010	@End2_14010
15001	15	@QuestionStr_15001	@Answer1_15001	@Answer2_15001	@End1_15001	@End2_15001
15002	15	@QuestionStr_15002	@Answer1_15002	@Answer2_15002	@End1_15002	@End2_15002
15003	15	@QuestionStr_15003	@Answer1_15003	@Answer2_15003	@End1_15003	@End2_15003
15004	15	@QuestionStr_15004	@Answer1_15004	@Answer2_15004	@End1_15004	@End2_15004
15005	15	@QuestionStr_15005	@Answer1_15005	@Answer2_15005	@End1_15005	@End2_15005
15006	15	@QuestionStr_15006	@Answer1_15006	@Answer2_15006	@End1_15006	@End2_15006
15007	15	@QuestionStr_15007	@Answer1_15007	@Answer2_15007	@End1_15007	@End2_15007
15008	15	@QuestionStr_15008	@Answer1_15008	@Answer2_15008	@End1_15008	@End2_15008
15009	15	@QuestionStr_15009	@Answer1_15009	@Answer2_15009	@End1_15009	@End2_15009
15010	15	@QuestionStr_15010	@Answer1_15010	@Answer2_15010	@End1_15010	@End2_15010
15011	15	@QuestionStr_15001	@Answer1_15001	@Answer2_15001	@End1_15001	@End2_15001
15012	15	@QuestionStr_15002	@Answer1_15002	@Answer2_15002	@End1_15002	@End2_15002
15013	15	@QuestionStr_15003	@Answer1_15003	@Answer2_15003	@End1_15003	@End2_15003
15014	15	@QuestionStr_15004	@Answer1_15004	@Answer2_15004	@End1_15004	@End2_15004
15015	15	@QuestionStr_15005	@Answer1_15005	@Answer2_15005	@End1_15005	@End2_15005
15016	15	@QuestionStr_15006	@Answer1_15006	@Answer2_15006	@End1_15006	@End2_15006
15017	15	@QuestionStr_15007	@Answer1_15007	@Answer2_15007	@End1_15007	@End2_15007
15018	15	@QuestionStr_15008	@Answer1_15008	@Answer2_15008	@End1_15008	@End2_15008
15019	15	@QuestionStr_15009	@Answer1_15009	@Answer2_15009	@End1_15009	@End2_15009
15020	15	@QuestionStr_15010	@Answer1_15010	@Answer2_15010	@End1_15010	@End2_15010
15021	15	@QuestionStr_15001	@Answer1_15001	@Answer2_15001	@End1_15001	@End2_15001
15022	15	@QuestionStr_15002	@Answer1_15002	@Answer2_15002	@End1_15002	@End2_15002
15023	15	@QuestionStr_15003	@Answer1_15003	@Answer2_15003	@End1_15003	@End2_15003
15024	15	@QuestionStr_15004	@Answer1_15004	@Answer2_15004	@End1_15004	@End2_15004
15025	15	@QuestionStr_15005	@Answer1_15005	@Answer2_15005	@End1_15005	@End2_15005
15026	15	@QuestionStr_15006	@Answer1_15006	@Answer2_15006	@End1_15006	@End2_15006
15027	15	@QuestionStr_15007	@Answer1_15007	@Answer2_15007	@End1_15007	@End2_15007
15028	15	@QuestionStr_15008	@Answer1_15008	@Answer2_15008	@End1_15008	@End2_15008
15029	15	@QuestionStr_15009	@Answer1_15009	@Answer2_15009	@End1_15009	@End2_15009
15030	15	@QuestionStr_15010	@Answer1_15010	@Answer2_15010	@End1_15010	@End2_15010
15031	15	@QuestionStr_15001	@Answer1_15001	@Answer2_15001	@End1_15001	@End2_15001
15032	15	@QuestionStr_15002	@Answer1_15002	@Answer2_15002	@End1_15002	@End2_15002
15033	15	@QuestionStr_15003	@Answer1_15003	@Answer2_15003	@End1_15003	@End2_15003
