id	Spine	EffName	BulletName	Icon	Name	Info	Skin	Reflect	Class	Element	Level	Skills	IsMagic	Strenght	Intellect	Agility	Stamina	HP	Attack	Magic	PhyPenetrate	MagPenetrate	PhyDef	MagDef	RecoverHP	CriDamage	CriResist	Critical	Hit	Dodge	Immunity	ATKRange	ATKSpeed	WSpeed	RSpeed	AttackEFF	Hurt_EFF_X	Hurt_EFF_Y	Hurt_EFF_Head	ATKMP	DEFMP	SKMP	ClassCorrection
1415	Spine/CharacterSpine,Enemy16			monster/Monster_16_1.png	300015	350015	1	0	1	5	220	500101	1	17955	37800	4725	20790	207900	19136	38981	0	0	15782	21735	0	0	4158	2363	12569	8741	0	0	2500	1.6	2.4	hit0205	45	90	180	8	7	8	1
1416	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300016	350016	5	0	1	1	220	500101	0	36043	18970	5691	20867	208670	37466	20393	0	0	21246	16125	0	0	4173	2846	12710	8916	0	0	2500	1.6	2.4	hit0405	45	90	180	8	7	8	1
1417	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300017	350017	5	0	2	2	220	500101	0	20867	9485	15176	36043	360430	24661	13279	0	0	24282	20867	0	0	7209	7588	10623	7303	0	0	2500	1.6	2.4	hit0405	45	90	180	10	5	10	1
1418	Spine/CharacterSpine,Enemy16			monster/Monster_16_1.png	300018	350018	1	0	2	3	220	500101	0	42683	13279	6640	18970	189700	44343	14939	0	0	22290	13469	0	0	3794	3320	13184	9438	0	0	2500	1.6	2.4	hit0205	45	90	180	10	5	10	1
1419	Spine/CharacterSpine,Enemy16			monster/Monster_16_1.png	300019	350019	1	0	1	4	220	500101	0	39837	6640	12331	22764	227640	42920	9723	0	0	23333	13374	0	0	4553	6166	12995	9533	0	0	2500	1.6	2.4	hit0205	45	90	180	8	7	8	1
1420	Spine/CharacterSpine,Enemy16			monster/Monster_16_1.png	300020	350020	1	0	2	5	220	500101	1	18022	37940	4743	20867	208670	19208	39126	0	0	15840	21816	0	0	4173	2372	12615	8774	0	0	2500	1.6	2.4	hit0205	45	90	180	10	5	10	1
1421	Spine/CharacterSpine,Enemy05	Enemy05	Enemy05	monster/Monster_5.png	300021	350021	5	0	4	1	220	500101	0	36176	19040	5712	20944	209440	37604	20468	0	0	21325	16184	0	0	4189	2856	12757	8949	0	180	2500	1.2	1.8	hit0305	45	90	180	6	9	6	1
1422	Spine/CharacterSpine,Enemy05	Enemy05	Enemy05	monster/Monster_5.png	300022	350022	5	0	4	2	220	500101	0	20944	9520	15232	36176	361760	24752	13328	0	0	24371	20944	0	0	7235	7616	10662	7330	0	180	2500	1.2	1.8	hit0305	45	90	180	6	9	6	1
1423	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300023	350023	2	0	3	3	220	500101	0	42840	13328	6664	19040	190400	44506	14994	0	0	22372	13518	0	0	3808	3332	13233	9472	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1424	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300024	350024	2	0	4	4	220	500101	0	39984	6664	12376	22848	228480	43078	9758	0	0	23419	13423	0	0	4570	6188	13042	9568	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1425	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300025	350025	2	0	4	5	220	500101	1	18088	38080	4760	20944	209440	19278	39270	0	0	15898	21896	0	0	4189	2380	12662	8806	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1426	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_5.png	300026	350026	5	0	3	1	220	500101	0	36309	19110	5733	21021	210210	37742	20543	0	0	21403	16244	0	0	4204	2867	12804	8982	0	180	2500	0.8	1.2	hit0305	45	90	180	8	7	8	1
1427	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_5.png	300027	350027	5	0	3	2	220	500101	0	21021	9555	15288	36309	363090	24843	13377	0	0	24461	21021	0	0	7262	7644	10702	7357	0	180	2500	0.8	1.2	hit0305	45	90	180	8	7	8	1
1428	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300028	350028	2	0	4	3	220	500101	0	42998	13377	6689	19110	191100	44670	15049	0	0	22454	13568	0	0	3822	3345	13282	9507	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1429	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300029	350029	2	0	3	4	220	500101	0	40131	6689	12422	22932	229320	43237	9795	0	0	23505	13473	0	0	4586	6211	13091	9603	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1430	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300030	350030	2	0	3	5	220	500101	1	18155	38220	4778	21021	210210	19350	39415	0	0	15957	21977	0	0	4204	2389	12708	8839	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1431	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_5.png	300031	350031	5	0	3	1	220	500101	0	36442	19180	5754	21098	210980	37881	20619	0	0	21482	16303	0	0	4220	2877	12851	9015	0	180	2500	0.8	1.2	hit0305	45	90	180	8	7	8	1
1432	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_5.png	300032	350032	5	0	4	2	220	500101	0	21098	9590	15344	36442	364420	24934	13426	0	0	24550	21098	0	0	7288	7672	10741	7384	0	180	2500	0.8	1.2	hit0305	45	90	180	6	9	6	1
1433	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300033	350033	2	0	4	3	220	500101	0	43155	13426	6713	19180	191800	44833	15104	0	0	22537	13618	0	0	3836	3357	13330	9542	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1434	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300034	350034	2	0	3	4	220	500101	0	40278	6713	12467	23016	230160	43395	9830	0	0	23591	13522	0	0	4603	6234	13138	9638	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1435	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300035	350035	2	0	4	5	220	500101	1	18221	38360	4795	21098	210980	19420	39559	0	0	16015	22057	0	0	4220	2398	12755	8871	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1436	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_5.png	300036	350036	5	0	4	1	220	500101	0	36575	19250	5775	21175	211750	38019	20694	0	0	21560	16363	0	0	4235	2888	12898	9048	0	180	2500	1.2	1.8	hit0505	45	90	180	6	9	6	1
1437	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_5.png	300037	350037	5	0	4	2	220	500101	0	21175	9625	15400	36575	365750	25025	13475	0	0	24640	21175	0	0	7315	7700	10780	7411	0	180	2500	1.2	1.8	hit0505	45	90	180	6	9	6	1
1438	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300038	350038	2	0	3	3	220	500101	0	43313	13475	6738	19250	192500	44998	15160	0	0	22619	13668	0	0	3850	3369	13379	9577	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1439	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300039	350039	2	0	4	4	220	500101	0	40425	6738	12513	23100	231000	43553	9866	0	0	23678	13571	0	0	4620	6257	13187	9673	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1440	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300040	350040	2	0	3	5	220	500101	1	18288	38500	4813	21175	211750	19491	39703	0	0	16074	22138	0	0	4235	2407	12802	8903	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1441	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300001	350001	5	0	1	1	220	500101	0	36708	19320	5796	21252	212520	38157	20769	0	0	21638	16422	0	0	4250	2898	12944	9080	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1442	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300002	350002	5	0	1	2	220	500101	0	21252	9660	15456	36708	367080	25116	13524	0	0	24730	21252	0	0	7342	7728	10819	7438	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1443	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300003	350003	4	0	2	3	220	500101	0	43470	13524	6762	19320	193200	45161	15215	0	0	22701	13717	0	0	3864	3381	13427	9612	0	0	2500	1.6	2.4	hit0201	45	90	180	10	5	10	1
1444	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300004	350004	4	0	2	4	220	500101	0	40572	6762	12558	23184	231840	43712	9902	0	0	23764	13621	0	0	4637	6279	13234	9708	0	0	2500	1.6	2.4	hit0201	45	90	180	10	5	10	1
1445	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300005	350005	4	0	1	5	220	500101	1	18354	38640	4830	21252	212520	19562	39848	0	0	16132	22218	0	0	4250	2415	12848	8936	0	0	2500	1.6	2.4	hit0201	45	90	180	8	7	8	1
1446	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300006	350006	5	0	2	1	225	500101	1	19390	32963	5817	25207	252070	20844	34417	0	0	18421	22492	0	0	5041	2909	12216	8338	0	0	2500	2	3	hit0205	45	90	180	10	5	10	1
1447	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300007	350007	5	0	2	2	225	500101	0	19390	13573	2909	47506	475060	20117	14300	0	0	29570	27825	0	0	9501	1455	7465	3442	0	0	2500	2	3	hit0205	45	90	180	10	5	10	1
1448	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300008	350008	4	0	1	3	225	500101	1	16482	40719	6787	19390	193900	18179	42416	0	0	14640	21911	0	0	3878	3394	13476	9647	0	0	2500	1.6	2.4	hit0201	45	90	180	8	7	8	1
1449	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300009	350009	4	0	2	4	225	500101	1	20360	30055	4848	28116	281160	21572	31267	0	0	20166	23075	0	0	5623	2424	11537	7611	0	0	2500	1.6	2.4	hit0201	45	90	180	10	5	10	1
1450	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300010	350010	4	0	2	5	225	500101	1	20360	32963	8726	21329	213290	22542	35145	0	0	16773	20553	0	0	4266	4363	13282	9550	0	0	2500	1.6	2.4	hit0201	45	90	180	10	5	10	1
1451	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_5.png	300011	350011	5	0	2	1	225	500101	1	19460	33082	5838	25298	252980	20920	34542	0	0	18487	22574	0	0	5060	2919	12260	8368	0	0	2500	2	3	hit0205	45	90	180	10	5	10	1
1452	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_5.png	300012	350012	5	0	1	2	225	500101	0	19460	13622	2919	47677	476770	20190	14352	0	0	29677	27925	0	0	9535	1460	7492	3454	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
1453	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300013	350013	4	0	1	3	225	500101	1	16541	40866	6811	19460	194600	18244	42569	0	0	14692	21990	0	0	3892	3406	13525	9681	0	0	2500	1.6	2.4	hit0201	45	90	180	8	7	8	1
1454	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300014	350014	4	0	2	4	225	500101	1	20433	30163	4865	28217	282170	21649	31379	0	0	20238	23157	0	0	5643	2433	11579	7638	0	0	2500	1.6	2.4	hit0201	45	90	180	10	5	10	1
1455	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300015	350015	4	0	1	5	225	500101	1	20433	33082	8757	21406	214060	22622	35271	0	0	16833	20628	0	0	4281	4379	13330	9584	0	0	2500	1.6	2.4	hit0201	45	90	180	8	7	8	1
1456	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300016	350016	5	0	1	1	225	500101	1	19530	33201	5859	25389	253890	20995	34666	0	0	18554	22655	0	0	5078	2930	12304	8398	0	0	2500	1.6	2.4	hit0405	45	90	180	8	7	8	1
1457	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300017	350017	5	0	2	2	225	500101	0	19530	13671	2930	47849	478490	20263	14404	0	0	29784	28026	0	0	9570	1465	7519	3467	0	0	2500	1.6	2.4	hit0405	45	90	180	10	5	10	1
1458	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300018	350018	4	0	2	3	225	500101	1	16601	41013	6836	19530	195300	18310	42722	0	0	14745	22069	0	0	3906	3418	13574	9716	0	0	2500	1.6	2.4	hit0201	45	90	180	10	5	10	1
1459	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300019	350019	4	0	1	4	225	500101	1	20507	30272	4883	28319	283190	21728	31493	0	0	20312	23241	0	0	5664	2442	11621	7666	0	0	2500	1.6	2.4	hit0201	45	90	180	8	7	8	1
1460	Spine/CharacterSpine,Enemy15			monster/Monster_15_4.png	300020	350020	4	0	2	5	225	500101	1	20507	33201	8789	21483	214830	22704	35398	0	0	16894	20702	0	0	4297	4395	13378	9619	0	0	2500	1.6	2.4	hit0201	45	90	180	10	5	10	1
1461	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300021	350021	5	0	4	1	225	500101	1	19600	33320	5880	25480	254800	21070	34790	0	0	18620	22736	0	0	5096	2940	12348	8428	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1462	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300022	350022	5	0	4	2	225	500101	0	19600	13720	2940	48020	480200	20335	14455	0	0	29890	28126	0	0	9604	1470	7546	3479	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1463	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300023	350023	5	0	3	3	225	500101	1	16660	41160	6860	19600	196000	18375	42875	0	0	14798	22148	0	0	3920	3430	13622	9751	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1464	Spine/CharacterSpine,Enemy10			monster/Monster_10_4.png	300024	350024	4	0	4	4	225	500101	1	20580	30380	4900	28420	284200	21805	31605	0	0	20384	23324	0	0	5684	2450	11662	7693	0	0	2500	1.6	2.4	hit0101	45	90	180	6	9	6	1
1465	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300025	350025	5	0	4	5	225	500101	1	20580	33320	8820	21560	215600	22785	35525	0	0	16954	20776	0	0	4312	4410	13426	9653	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1466	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300026	350026	5	0	3	1	225	500101	1	19670	33439	5901	25571	255710	21145	34914	0	0	18687	22817	0	0	5114	2951	12392	8458	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
1467	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300027	350027	5	0	3	2	225	500101	0	19670	13769	2951	48192	481920	20408	14507	0	0	29997	28227	0	0	9638	1476	7573	3492	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
1468	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300028	350028	5	0	4	3	225	500101	1	16720	41307	6885	19670	196700	18441	43028	0	0	14851	22227	0	0	3934	3443	13671	9786	0	0	2500	2	3	hit0205	45	90	180	6	9	6	1
1469	Spine/CharacterSpine,Enemy17			monster/Monster_17_1.png	300029	350029	1	0	3	4	225	500101	1	20654	30489	4918	28522	285220	21884	31719	0	0	20457	23408	0	0	5704	2459	11704	7721	0	0	2500	1.6	2.4	hit0102	45	90	180	8	7	8	1
1470	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300030	350030	5	0	3	5	225	500101	1	20654	33439	8852	21637	216370	22867	35652	0	0	17015	20850	0	0	4327	4426	13474	9688	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
1471	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_5.png	300031	350031	5	0	3	1	225	500101	1	19740	33558	5922	25662	256620	21221	35039	0	0	18753	22898	0	0	5132	2961	12436	8488	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
1472	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_5.png	300032	350032	5	0	4	2	225	500101	0	19740	13818	2961	48363	483630	20480	14558	0	0	30104	28327	0	0	9673	1481	7600	3504	0	0	2500	2	3	hit0205	45	90	180	6	9	6	1
1473	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_5.png	300033	350033	5	0	4	3	225	500101	1	16779	41454	6909	19740	197400	18506	43181	0	0	14904	22306	0	0	3948	3455	13719	9821	0	0	2500	2	3	hit0205	45	90	180	6	9	6	1
1474	Spine/CharacterSpine,Enemy13			monster/Monster_13_2.png	300034	350034	2	0	3	4	225	500101	1	20727	30597	4935	28623	286230	21961	31831	0	0	20530	23491	0	0	5725	2468	11745	7748	0	180	2500	1.2	1.8	hit0305	45	90	180	8	7	8	1
1475	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_5.png	300035	350035	5	0	4	5	225	500101	1	20727	33558	8883	21714	217140	22948	35779	0	0	17075	20924	0	0	4343	4442	13522	9722	0	0	2500	2	3	hit0205	45	90	180	6	9	6	1
1476	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300036	350036	5	0	4	1	225	500101	1	19810	33677	5943	25753	257530	21296	35163	0	0	18820	22980	0	0	5151	2972	12480	8518	0	0	2500	1.6	2.4	hit0405	45	90	180	6	9	6	1
1477	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300037	350037	5	0	4	2	225	500101	0	19810	13867	2972	48535	485350	20553	14610	0	0	30211	28428	0	0	9707	1486	7627	3516	0	0	2500	1.6	2.4	hit0405	45	90	180	6	9	6	1
1478	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300038	350038	5	0	3	3	225	500101	1	16839	41601	6934	19810	198100	18573	43335	0	0	14957	22385	0	0	3962	3467	13768	9856	0	0	2500	1.6	2.4	hit0405	45	90	180	8	7	8	1
1479	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300039	350039	2	0	4	4	225	500101	1	20801	30706	4953	28725	287250	22039	31944	0	0	20603	23574	0	0	5745	2477	11787	7776	0	180	2500	1.2	1.8	hit0504	45	90	180	6	9	6	1
1480	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300040	350040	5	0	3	5	225	500101	1	20801	33677	8915	21791	217910	23030	35906	0	0	17136	20999	0	0	4358	4458	13570	9757	0	0	2500	1.6	2.4	hit0405	45	90	180	8	7	8	1
1481	Spine/CharacterSpine,Enemy05	Enemy05	Enemy05	monster/Monster_5.png	300001	350001	5	0	1	1	225	500101	1	19880	33796	5964	25844	258440	21371	35287	0	0	18886	23061	0	0	5169	2982	12524	8548	0	180	2500	1.2	1.8	hit0305	45	90	180	8	7	8	1
1482	Spine/CharacterSpine,Enemy05	Enemy05	Enemy05	monster/Monster_5.png	300002	350002	5	0	1	2	225	500101	0	19880	13916	2982	48706	487060	20626	14662	0	0	30317	28528	0	0	9741	1491	7654	3529	0	180	2500	1.2	1.8	hit0305	45	90	180	8	7	8	1
1483	Spine/CharacterSpine,Enemy10			monster/Monster_10_4.png	300003	350003	4	0	2	3	225	500101	1	16898	41748	6958	19880	198800	18638	43488	0	0	15009	22464	0	0	3976	3479	13817	9890	0	10	2500	1.6	2.4	hit0102	45	90	180	10	5	10	1
1484	Spine/CharacterSpine,Enemy05	Enemy05	Enemy05	monster/Monster_5.png	300004	350004	5	0	2	4	225	500101	1	20874	30814	4970	28826	288260	22117	32057	0	0	20675	23657	0	0	5765	2485	11829	7803	0	180	2500	1.2	1.8	hit0305	45	90	180	10	5	10	1
1485	Spine/CharacterSpine,Enemy10			monster/Monster_10_4.png	300005	350005	4	0	1	5	225	500101	1	20874	33796	8946	21868	218680	23111	36033	0	0	17196	21073	0	0	4374	4473	13618	9791	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
1486	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_5.png	300006	350006	5	0	2	1	225	500101	1	19950	33915	5985	25935	259350	21446	35411	0	0	18953	23142	0	0	5187	2993	12569	8579	0	180	2500	0.8	1.2	hit0305	45	90	180	10	5	10	1
1487	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_5.png	300007	350007	5	0	2	2	225	500101	0	19950	13965	2993	48878	488780	20698	14713	0	0	30424	28629	0	0	9776	1497	7681	3541	0	180	2500	0.8	1.2	hit0305	45	90	180	10	5	10	1
1488	Spine/CharacterSpine,Enemy17			monster/Monster_17_1.png	300008	350008	1	0	1	3	225	500101	1	16958	41895	6983	19950	199500	18704	43641	0	0	15062	22544	0	0	3990	3492	13866	9925	0	30	2500	2	3	hit0202	45	90	180	8	7	8	1
1489	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_5.png	300009	350009	5	0	2	4	225	500101	1	20948	30923	4988	28928	289280	22195	32170	0	0	20748	23741	0	0	5786	2494	11871	7831	0	180	2500	0.8	1.2	hit0305	45	90	180	10	5	10	1
1490	Spine/CharacterSpine,Enemy17			monster/Monster_17_1.png	300010	350010	1	0	2	5	225	500101	1	20948	33915	8978	21945	219450	23193	36160	0	0	17257	21147	0	0	4389	4489	13666	9826	0	0	2500	2	3	hit0205	45	90	180	10	5	10	1
1491	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_5.png	300011	350011	5	0	2	1	225	500101	1	20020	34034	6006	26026	260260	21522	35536	0	0	19019	23223	0	0	5205	3003	12613	8609	0	180	2500	0.8	1.2	hit0305	45	90	180	10	5	10	1
1492	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_5.png	300012	350012	5	0	1	2	225	500101	0	20020	14014	3003	49049	490490	20771	14765	0	0	30531	28729	0	0	9810	1502	7708	3554	0	180	2500	0.8	1.2	hit0305	45	90	180	8	7	8	1
1493	Spine/CharacterSpine,Enemy13			monster/Monster_13_2.png	300013	350013	2	0	1	3	225	500101	1	17017	42042	7007	20020	200200	18769	43794	0	0	15115	22623	0	0	4004	3504	13914	9960	0	30	2500	2	3	hit0202	45	90	180	8	7	8	1
1494	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_5.png	300014	350014	5	0	2	4	225	500101	1	21021	31031	5005	29029	290290	22272	32282	0	0	20821	23824	0	0	5806	2503	11912	7858	0	180	2500	0.8	1.2	hit0305	45	90	180	10	5	10	1
1495	Spine/CharacterSpine,Enemy13			monster/Monster_13_2.png	300015	350015	2	0	1	5	225	500101	1	21021	34034	9009	22022	220220	23273	36286	0	0	17317	21221	0	0	4404	4505	13714	9860	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
1496	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_5.png	300016	350016	5	0	1	1	225	500101	1	20090	34153	6027	26117	261170	21597	35660	0	0	19086	23304	0	0	5223	3014	12657	8639	0	180	2500	1.2	1.8	hit0505	45	90	180	8	7	8	1
1497	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_5.png	300017	350017	5	0	2	2	225	500101	0	20090	14063	3014	49221	492210	20844	14817	0	0	30638	28829	0	0	9844	1507	7735	3566	0	180	2500	1.2	1.8	hit0505	45	90	180	10	5	10	1
1498	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300018	350018	2	0	2	3	225	500101	1	17077	42189	7032	20090	200900	18835	43947	0	0	15168	22702	0	0	4018	3516	13963	9995	0	0	2500	1.6	2.4	hit0402	45	90	180	10	5	10	1
1499	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_5.png	300019	350019	5	0	1	4	225	500101	1	21095	31140	5023	29131	291310	22351	32396	0	0	20894	23908	0	0	5826	2512	11954	7886	0	180	2500	1.2	1.8	hit0505	45	90	180	8	7	8	1
1500	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300020	350020	2	0	2	5	225	500101	1	21095	34153	9041	22099	220990	23355	36413	0	0	17378	21295	0	0	4420	4521	13762	9895	0	0	2500	1.6	2.4	hit0405	45	90	180	10	5	10	1
1501	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300021	350021	5	0	4	1	225	500101	1	20160	34272	6048	26208	262080	21672	35784	0	0	19152	23386	0	0	5242	3024	12701	8669	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1502	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300022	350022	5	0	4	2	225	500101	0	20160	14112	3024	49392	493920	20916	14868	0	0	30744	28930	0	0	9878	1512	7762	3578	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
1503	Spine/CharacterSpine,Enemy10			monster/Monster_10_4.png	300023	350023	4	0	3	3	225	500101	1	17136	42336	7056	20160	201600	18900	44100	0	0	15221	22781	0	0	4032	3528	14011	10030	0	180	2500	1.2	1.8	hit0302	45	90	180	8	7	8	1
1504	Spine/CharacterSpine,Enemy10			monster/Monster_10_4.png	300024	350024	4	0	4	4	225	500101	1	21168	31248	5040	29232	292320	22428	32508	0	0	20966	23990	0	0	5846	2520	11995	7913	0	180	2500	1.2	1.8	hit0304	45	90	180	6	9	6	1
1505	Spine/CharacterSpine,Enemy10			monster/Monster_10_4.png	300025	350025	4	0	4	5	225	500101	1	21168	34272	9072	22176	221760	23436	36540	0	0	17438	21370	0	0	4435	4536	13810	9929	0	180	2500	1.2	1.8	hit0305	45	90	180	6	9	6	1
1506	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300026	350026	5	0	3	1	225	500101	1	20230	34391	6069	26299	262990	21747	35908	0	0	19219	23467	0	0	5260	3035	12745	8699	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
1507	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300027	350027	5	0	3	2	225	500101	0	20230	14161	3035	49564	495640	20989	14920	0	0	30851	29030	0	0	9913	1518	7789	3591	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
1508	Spine/CharacterSpine,Enemy17			monster/Monster_17_1.png	300028	350028	1	0	4	3	225	500101	1	17196	42483	7081	20230	202300	18966	44253	0	0	15274	22860	0	0	4046	3541	14060	10065	0	180	2500	0.8	1.2	hit0302	45	90	180	6	9	6	1
1509	Spine/CharacterSpine,Enemy17			monster/Monster_17_1.png	300029	350029	1	0	3	4	225	500101	1	21242	31357	5058	29334	293340	22507	32622	0	0	21040	24074	0	0	5867	2529	12037	7941	0	180	2500	0.8	1.2	hit0304	45	90	180	8	7	8	1
1510	Spine/CharacterSpine,Enemy17			monster/Monster_17_1.png	300030	350030	1	0	3	5	225	500101	1	21242	34391	9104	22253	222530	23518	36667	0	0	17499	21444	0	0	4451	4552	13858	9964	0	180	2500	0.8	1.2	hit0305	45	90	180	8	7	8	1
1511	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_5.png	300031	350031	5	0	3	1	225	500101	1	20300	34510	6090	26390	263900	21823	36033	0	0	19285	23548	0	0	5278	3045	12789	8729	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
