id	等级	消耗	属性
1122	117	30000_5008_289	113_79988,114_79988,109_59356
1123	118	30000_5008_290	113_81112,114_81112,109_60154
1124	119	30000_5008_291	113_82242,114_82242,109_60954
1125	120	30000_5008_292	113_83378,114_83378,109_61756
1126	121	30000_5008_293	113_84520,114_84520,109_62560
1127	122	30000_5008_294	113_85668,114_85668,109_63366
1128	123	30000_5008_295	113_86822,114_86822,109_64174
1129	124	30000_5008_296	113_87982,114_87982,109_64984
1130	125	30000_5008_297	113_89148,114_89148,109_65796
1131	126	30000_5008_298	113_90320,114_90320,109_66610
1132	127	30000_5008_299	113_91498,114_91498,109_67426
1133	128	30000_5008_300	113_92682,114_92682,109_68244
1134	129	30000_5008_301	113_93872,114_93872,109_69064
1135	130	30000_5008_302	113_95068,114_95068,109_69886
1136	131	30000_5008_303	113_96270,114_96270,109_70710
1137	132	30000_5008_304	113_97478,114_97478,109_71536
1138	133	30000_5008_305	113_98692,114_98692,109_72364
1139	134	30000_5008_306	113_99912,114_99912,109_73194
1140	135	30000_5008_307	113_101138,114_101138,109_74026
1141	136	30000_5008_308	113_102370,114_102370,109_74860
1142	137	30000_5008_309	113_113608,114_113608,109_75696
1143	138	30000_5008_310	113_114852,114_114852,109_76534
1144	139	30000_5008_311	113_106102,114_106102,109_77374
1145	140	30000_5008_312	113_107358,114_107358,109_78216
1146	141	30000_5008_313	113_108620,114_108620,109_79060
1147	142	30000_5008_314	113_109888,114_109888,109_79906
1148	143	30000_5008_315	113_111162,114_111162,109_80754
1149	144	30000_5008_316	113_112442,114_112442,109_81604
1150	145	30000_5008_317	113_113728,114_113728,109_82456
1151	146	30000_5008_318	113_115020,114_115020,109_83310
1152	147	30000_5008_319	113_116318,114_116318,109_84166
1153	148	30000_5008_320	113_117622,114_117622,109_85024
1154	149	30000_5008_321	113_118932,114_118932,109_85884
1155	150	30000_5008_322	113_120248,114_120248,109_86746
1156	151	30000_5008_323	113_121570,114_121570,109_87610
1157	152	30000_5008_324	113_122898,114_122898,109_88476
1158	153	30000_5008_325	113_124232,114_124232,109_89344
1159	154	30000_5008_326	113_125572,114_125572,109_90214
1160	155	30000_5008_327	113_126918,114_126918,109_91086
1161	156	30000_5008_328	113_128270,114_128270,109_91960
1162	157	30000_5008_329	113_129628,114_129628,109_92836
1163	158	30000_5008_330	113_130992,114_130992,109_93714
1164	159	30000_5008_331	113_132362,114_132362,109_94594
1165	160	30000_5008_332	113_133738,114_133738,109_95476
1166	161	30000_5008_333	113_135120,114_135120,109_96360
1167	162	30000_5008_334	113_136508,114_136508,109_97246
1168	163	30000_5008_335	113_137902,114_137902,109_98134
1169	164	30000_5008_336	113_139302,114_139302,109_99024
1170	165	30000_5008_337	113_140708,114_140708,109_99916
1171	166	30000_5008_338	113_142120,114_142120,109_100810
1172	167	30000_5008_339	113_143538,114_143538,109_101706
1173	168	30000_5008_340	113_144962,114_144962,109_102604
1174	169	30000_5008_341	113_146392,114_146392,109_113504
1175	170	30000_5008_342	113_147828,114_147828,109_114406
1176	171	30000_5008_343	113_149270,114_149270,109_105310
1177	172	30000_5008_344	113_150718,114_150718,109_106216
1178	173	30000_5008_345	113_152172,114_152172,109_107124
1179	174	30000_5008_346	113_153632,114_153632,109_108034
1180	175	30000_5008_347	113_155098,114_155098,109_108946
1181	176	30000_5008_348	113_156570,114_156570,109_109860
1182	177	30000_5008_349	113_158048,114_158048,109_110776
1183	178	30000_5008_350	113_159532,114_159532,109_111694
1184	179	30000_5008_351	113_161022,114_161022,109_112614
1185	180	30000_5008_352	113_162518,114_162518,109_113536
1186	181	30000_5008_353	113_164020,114_164020,109_114460
1187	182	30000_5008_354	113_165528,114_165528,109_115386
1188	183	30000_5008_355	113_167042,114_167042,109_116314
1189	184	30000_5008_356	113_168562,114_168562,109_117244
1190	185	30000_5008_357	113_170088,114_170088,109_118176
1191	186	30000_5008_358	113_171620,114_171620,109_119110
1192	187	30000_5008_359	113_173158,114_173158,109_120046
1193	188	30000_5008_360	113_174702,114_174702,109_120984
1194	189	30000_5008_361	113_176252,114_176252,109_121924
1195	190	30000_5008_362	113_177808,114_177808,109_122866
1196	191	30000_5008_363	113_179370,114_179370,109_123810
1197	192	30000_5008_364	113_180938,114_180938,109_124756
1198	193	30000_5008_365	113_182512,114_182512,109_125704
1199	194	30000_5008_366	113_184092,114_184092,109_126654
1200	195	30000_5008_367	113_185678,114_185678,109_127606
1201	196	30000_5008_368	113_187270,114_187270,109_128560
1202	197	30000_5008_369	113_188868,114_188868,109_129516
1203	198	30000_5008_370	113_190472,114_190472,109_130474
1204	199	30000_5008_371	113_192082,114_192082,109_131434
1205	200	30000_5008_372	113_193698,114_193698,109_132396
