id	type	quality	profession	level	exp	name	skills	costType	maxRank	picture	icon	proIcon	smallIcon	bgImg	condition	jumpValue	modelId	namePic	avatarName	spine	gatherMeg	banshenxian	spineScale	offset	trainRatio	avataBgPic	chatIcon	hcgImg
197	2	5	1	0	0	@Role_197	2491,2492	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_yanliang.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_YanLiang.png	0	Spine/yanliang,yanliang	@GatherRole197	HalfBody/role/Mage_01.png	0.6	0,0	1.44	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRyanliang.png	0	BG/Role/role_bg_underur01.png
198	2	6	1	0	0	@Role_198	2767,2768	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_zhanghe.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhengHe.png	0	Spine/zhanghe,zhanghe	@GatherRole198	HalfBody/role/Mage_02.png	1	-20,0	1.83	0	0	BG/Role/role_bg_ur01.png
199	2	6	3	0	0	@Role_199	2819,2820	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_zhonghui.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhongHui.png	0	Spine/zhonghui,zhonghui	@GatherRole199	HalfBody/role/Priest_01.png	1.8	20,-50	1.83	0	0	BG/Role/role_bg_ur02.png
200	2	6	1	0	0	@Role_200	2791,2792	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_zhoutai.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhouTai.png	0	Spine/zhoutai,zhoutai	@GatherRole200	HalfBody/role/Priest_02.png	0.9	30,-20	1.83	0	0	BG/Role/role_bg_ur01.png
201	2	6	3	0	0	@Role_201	2431,2432	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_zhouyu.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhouYu.png	0	Spine/zhouyu,zhouyu	@GatherRole201	HalfBody/role/Thief_01.png	1	0,0	1.82	0	0	BG/HCG/hcg_bg_04.png
202	2	6	2	0	0	@Role_202	2801,2802	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_zhurong.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_beach.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhuRong.png	0	Spine/zhurong,zhurong	@GatherRole202	HalfBody/role/Thief_02.png	1	0,0	1.83	0	0	BG/Role/role_bg_ur01.png
203	2	4	3	0	0	@Role_203	2041,2042	1	3	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_xushu.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_XuShu.png	0	Spine/xushu,xushu	@GatherRole203	HalfBody/roleArcher_01.png	1	0,0	1.15	0	0	BG/HCG/hcg_bg_06.png
204	2	5	2	0	0	@Role_204	2757,2758	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_SSRhuangwudie.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_gun.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_HuangWuDie.png	@Role_ShiZhuang_204	Spine/SSRHuangWuDie,SSRHuangWuDie	@GatherRole204	HalfBody/role/Archer_02.png	0.95	0,-20	1.45	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRhuangwudie.png	0	BG/Role/role_bg_gun.png
205	2	6	1	0	0	@Role_205	2571,2572	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_URlingtong.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_gun.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_LingTong.png	@Role_ShiZhuang_205	Spine/URLingTong,URLingTong	@GatherRole205	HalfBody/role/Knight_01.png	1.7	30,0	1.83	UI/RoleSkinSeries/bg_ur_02.png,UI/RoleSkinSeries/URlingtong.png	0	BG/Role/role_bg_gun.png
206	2	6	1	0	0	@Role_206	2611,2612	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_URhuanggai.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_gun.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_HuangGai.png	@Role_ShiZhuang_206	Spine/URHuangGai,URHuangGai	@GatherRole206	HalfBody/role/Knight_02.png	1.2	0,80	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URhuanggai.png	0	BG/Role/role_bg_gun.png
207	2	6	2	0	0	@Role_207	2541,2542	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_URshamoke.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_gun.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ShaMoKe.png	@Role_ShiZhuang_207	Spine/URShaMoKe,URShaMoKe	@GatherRole207	HalfBody/role/Mage_01.png	1.2	100,0	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URshamoke.png	0	BG/Role/role_bg_gun.png
208	2	6	2	0	0	@Role_208	2691,2692	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_URhandang.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_gun.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_HanDang.png	@Role_ShiZhuang_208	Spine/URHanDang,URHanDang	@GatherRole208	HalfBody/role/Mage_02.png	1.1	0,50	1.83	UI/RoleSkinSeries/bg_ur_02.png,UI/RoleSkinSeries/URhandang.png	0	BG/Role/role_bg_gun.png
999999	1	1		0	0	0	0	0	1	UI/Role/Player_Portrait_System.png	UI/Role/Mercenary_Portrait_liuxie.png	UI/Program/u_IcoWarrior.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	NULL	0	UI/Common/Activity/Act_TL_LuckyMercenary/Act_TL_LuckyMercenary_Font_WenQuanLuXun.png	0			HalfBody/role/Priest_01.png	1	0,0	1	0	UI/Role/Mercenary_Portrait_chatliuxie.png	BG/Role/role_bg_underur01.png
999999	1	1		0	0	0	0	0	1	UI/Role/Player_Portrait_System.png	UI/Role/Mercenary_Portrait_liuxie.png	UI/Program/u_IcoWarrior.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	NULL	0	UI/Common/Activity/Act_TL_LuckyMercenary/Act_TL_LuckyMercenary_Font_WenQuanLuXun.png	0			HalfBody/role/Priest_02.png	1	0,0	1	0	UI/Role/Mercenary_Portrait_chatliuxie.png	BG/Role/role_bg_underur01.png
209	2	6	1	0	0	@Role_209	2835,2836	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_URwuban.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_oz.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_WuBan.png	@Role_ShiZhuang_209	Spine/URWuBan,URWuBan	@GatherRole209	HalfBody/role/Thief_01.png	1	0,50	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URwuban.png	0	BG/Role/role_bg_oz.png
210	2	6	1	0	0	@Role_210	2837,2838	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_URyanliang.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_oz.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_YanLiang.png	@Role_ShiZhuang_210	Spine/URYanLiang,URYanLiang	@GatherRole210	HalfBody/role/Thief_02.png	1.2	0,-100	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URyanliang.png	0	BG/Role/role_bg_oz.png
211	2	6	2	0	0	@Role_211	2839,2840	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_URguohuai.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_oz.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_GuoHuai.png	@Role_ShiZhuang_211	Spine/URGuoHuai,URGuoHuai	@GatherRole211	HalfBody/roleArcher_01.png	1.2	0,30	1.83	UI/RoleSkinSeries/bg_ur_02.png,UI/RoleSkinSeries/URguohuai.png	0	BG/Role/role_bg_oz.png
212	2	6	2	0	0	@Role_212	2841,2842	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_URwenchou.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_oz.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_WenChou.png	@Role_ShiZhuang_212	Spine/URWenChou,URWenChou	@GatherRole212	HalfBody/role/Archer_02.png	1.2	5,50	1.83	UI/RoleSkinSeries/bg_ur_02.png,UI/RoleSkinSeries/URwenchou.png	0	BG/Role/role_bg_oz.png
213	2	6	3	0	0	@Role_213	2843,2844	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_URGuanYinPing.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_oz.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_URGuanYinPing.png	@Role_ShiZhuang_213	Spine/URGuanYinPing,URGuanYinPing	@GatherRole213	HalfBody/role/Knight_01.png	1	0,0	1.83	UI/RoleSkinSeries/bg_ur_04.png,UI/RoleSkinSeries/URguanyinping.png	0	BG/Role/role_bg_oz.png
214	2	6	1	0	0	@Role_214	2845,2846	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_URchengpu.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_bath.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ChengPu.png	@Role_ShiZhuang_214	Spine/URChengPu,URChengPu	@GatherRole214	HalfBody/role/Knight_02.png	1.1	15,30	1.83	UI/RoleSkinSeries/bg_ur_03.png,UI/RoleSkinSeries/URchengpu.png	0	BG/Role/role_bg_bath.png
215	2	6	3	0	0	@Role_215	2847,2848	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_URbianfuren.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_bath.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_BianFuRen.png	@Role_ShiZhuang_215	Spine/URBianFuRen,URBianFuRen	@GatherRole215	HalfBody/role/Mage_01.png	1	5,50	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URbianfuren.png	0	BG/Role/role_bg_bath.png
216	2	6	2	0	0	@Role_216	2849,2850	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_URyanyan.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_bath.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_YanYan.png	@Role_ShiZhuang_216	Spine/URYanYan,URYanYan	@GatherRole216	HalfBody/role/Mage_02.png	1	5,20	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URyanyan.png	0	BG/Role/role_bg_bath.png
217	2	5	1	0	0	@Role_217	2851,2852	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_yanbaihu.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_YanBaiHu.png	0	Spine/yanbaihu,yanbaihu	@GatherRole217	HalfBody/role/Priest_01.png	1	30,101	1.37	0	0	BG/Role/role_bg_underur01.png
218	2	6	1	0	0	@Role_218	2853,2854	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_URmenghuo.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ghost.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_MengHuo.png	@Role_ShiZhuang_218	Spine/URmenghuo,URmenghuo	@GatherRole218	HalfBody/role/Priest_02.png	1.2	5,70	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URmenghuo.png	0	BG/Role/role_bg_ghost.png
219	2	6	2	0	0	@Role_219	2855,2856	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_URcaopi.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ghost.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_CaoPi.png	@Role_ShiZhuang_219	Spine/URcaopi,URcaopi	@GatherRole219	HalfBody/role/Thief_01.png	1.2	5,120	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URcaopi.png	0	BG/Role/role_bg_ghost.png
220	2	6	3	0	0	@Role_220	2857,2858	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_URzhangzhao.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ghost.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhangZhao.png	@Role_ShiZhuang_220	Spine/URzhangzhao,URzhangzhao	@GatherRole220	HalfBody/role/Thief_02.png	1.1	5,20	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URzhangzhao.png	0	BG/Role/role_bg_ghost.png
221	2	6	3	0	0	@Role_221	2859,2860	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_URsimahui.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ghost.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_SiMaHui.png	@Role_ShiZhuang_221	Spine/URsimahui,URsimahui	@GatherRole221	HalfBody/roleArcher_01.png	1.1	5,70	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URsimahui.png	0	BG/Role/role_bg_ghost.png
222	2	5	1	0	0	@Role_222	2861,2862	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_xusheng.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_XuSheng.png	0	Spine/xusheng,xusheng	@GatherRole222	HalfBody/role/Archer_02.png	0.9	30,0	1.45		0	BG/Role/role_bg_01.png
223	2	5	1	0	0	@Role_223	2863,2864	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_zhangbao.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhangBao.png	0	Spine/zhangbao,zhangbao	@GatherRole223	HalfBody/role/Knight_01.png	0.65	0,30	1.45		0	BG/Role/role_bg_01.png
224	2	5	3	0	0	@Role_224	2865,2866	1	4	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_wangyun.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_WangYun.png	0	Spine/wangyun,wangyun	@GatherRole224	HalfBody/role/Knight_02.png	1.0	0,100	1.45		0	BG/Role/role_bg_03.png
225	2	5	1	0	0	@Role_225	2867,2868	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_caozhang.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_CaoZhang.png	0	Spine/caozhang,caozhang	@GatherRole225	HalfBody/role/Mage_01.png	1.0	30,70	1.45		0	BG/Role/role_bg_01.png
226	2	5	1	0	0	@Role_226	2869,2870	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_gaolan.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_GaoLan.png	0	Spine/gaolan,gaolan	@GatherRole226	HalfBody/role/Mage_02.png	1.1	10,50	1.45		0	BG/Role/role_bg_01.png
227	2	5	1	0	0	@Role_227	2871,2872	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_sunhuan.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_SunHuan.png	0	Spine/sunhuan,sunhuan	@GatherRole227	HalfBody/role/Priest_01.png	0.9	30,-80	1.45		0	BG/Role/role_bg_02.png
228	2	6	2	0	0	@Role_228	2873,2874	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_URwenpin.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_idol.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_WenPin.png	@Role_ShiZhuang_228	Spine/URWenPin,URWenPin	@GatherRole228	HalfBody/role/Priest_02.png	0.95	0,40	1.83	UI/RoleSkinSeries/bg_ur_02.png,UI/RoleSkinSeries/URwenpin.png	0	BG/Role/role_bg_idol.png
229	2	6	3	0	0	@Role_229	2875,2876	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_URxiaoqiao.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_oz.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_URXiaoQiao.png	@Role_ShiZhuang_229	Spine/URXiaoQiao,URXiaoQiao	@GatherRole229	HalfBody/role/Thief_01.png	1	0,0	1.83	UI/RoleSkinSeries/bg_ur_03.png,UI/RoleSkinSeries/URxiaoqiao.png	0	BG/Role/role_bg_idol.png
230	2	6	3	0	0	@Role_230	2877,2878	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_URzhenji.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_xmasp.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_URZhenJi.png	@Role_ShiZhuang_230	Spine/URZhenJi,URZhenJi	@GatherRole230	HalfBody/role/Thief_02.png	1	0,0	1.83	UI/RoleSkinSeries/bg_ur_03.png,UI/RoleSkinSeries/URzhenji.png	0	BG/Role/role_bg_idol.png
231	2	6	1	0	0	@Role_231	2879,2880	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_URlvlingqi.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_03.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_URLvLingQi.png	@Role_ShiZhuang_231	Spine/URLvLingQi,URlvlingqi	@GatherRole231	HalfBody/roleArcher_01.png	1	0,0	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URlvlingqi.png	0	BG/Role/role_bg_idol.png
232	2	5	3	0	0	@Role_232	2881,2882	1	4	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_caozhi.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_CaoZhi.png	0	Spine/caozhi,caozhi	@GatherRole232	HalfBody/role/Archer_02.png	0.7	10,-20	1.45	0	0	BG/Role/role_bg_underur01.png
233	2	6	3	0	0	@Role_233	2883,2884	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_zhugejin.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhuGeJin.png	0	Spine/zhugejin,zhugejin	@GatherRole233	HalfBody/role/Knight_01.png	1.35	20,-10	1.83	0	0	BG/Role/role_bg_ur03.png
234	2	6	3	0	0	@Role_234	2885,2886	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_jianyong.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_JianYong.png	0	Spine/jianyong,jianyong	@GatherRole234	HalfBody/role/Knight_02.png	0.92	0,15	1.83	0	0	BG/Role/role_bg_ur03.png
235	2	6	3	0	0	@Role_235	2887,2888	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_chengong.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ChenGong.png	0	Spine/chengong,chengong	@GatherRole235	HalfBody/role/Mage_01.png	0.9	0,30	1.83	0	0	BG/Role/role_bg_ur03.png
236	2	6	1	0	0	@Role_236	2889,2890	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_mateng.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_MaTeng.png	0	Spine/mateng,mateng	@GatherRole236	HalfBody/role/Mage_02.png	0.9	-20,30	1.83	0	0	BG/Role/role_bg_ur01.png
237	2	5	2	0	0	@Role_237	2891,2892	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_madai.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_MaDai.png	0	Spine/madai,madai	@GatherRole237	HalfBody/role/Priest_01.png	0.48	0,35	1.45	0	0	BG/Role/role_bg_ur02.png
238	2	6	3	0	0	@Role_238	2893,2894	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_liuxie.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_LiuXie.png	0	Spine/liuxie,liuxie	@GatherRole238	HalfBody/role/Priest_02.png	0.9	0,160	1.83	0	0	BG/Role/role_bg_ur03.png
239	2	6	3	0	0	@Role_239	2895,2896	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_URbulianshi.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_halloween.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_URbulianshi.png	@Role_ShiZhuang_239	Spine/URbulianshi,URbulianshi	@GatherRole239	HalfBody/role/Thief_01.png	1	0,0	1	UI/RoleSkinSeries/bg_ur_03.png,UI/RoleSkinSeries/URbulianshi.png	0	BG/Role/role_bg_ur03.png
240	2	6	1	0	0	@Role_240	2897,2898	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_URXuHuang.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_oz.png	NULL	26	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_XuHuang.png	@Role_ShiZhuang_240	Spine/URXuHuang,URXuHuang	@GatherRole240	HalfBody/role/Thief_02.png	1	0,50	1.83	UI/RoleSkinSeries/bg_ur_01.png,UI/RoleSkinSeries/URXuHuang.png	0	BG/Role/role_bg_oz.png
999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Spine/sunbofu,sunbofu	0	0	1.8	0,-50	1	0	0	0
