id	type	param	des	first_drop	normal_drop	monster	star	fightvalue
354	1		@PveTongTianTatcontent4	10000_1004_176600,30000_202001_1	30000_101001_1,10000_1002_15900	835406,835405,835404,835403,835402,835401	20,10	0
355	2	5	@PveTongTianTatcontent4	10000_1001_50,10000_1004_176600,30000_202012_1,30000_202002_1	30000_104211_1,10000_1002_16000	835507,835505,835504,835503,835502,835501	20,10	10000
356	1		@PveTongTianTatcontent4	10000_1004_178600,30000_202011_1	30000_101001_1,10000_1002_16000	835606,835605,835604,835603,835602,835601	20,10	0
357	1		@PveTongTianTatcontent4	10000_1004_178600,30000_202001_1	30000_104211_1,10000_1002_16100	835706,835705,835704,835703,835702,835701	20,10	0
358	1		@PveTongTianTatcontent4	10000_1004_178600,30000_202011_1	30000_101001_1,10000_1002_16100	835806,835805,835804,835803,835802,835801	20,10	0
359	1		@PveTongTianTatcontent4	10000_1004_178600,30000_202001_1	30000_104211_1,10000_1002_16200	835906,835905,835904,835903,835902,835901	20,10	0
360	3	5,1	@PveTongTianTatcontent4	10000_1001_200,10000_1004_178600,30000_202013_1,30000_202003_1	30000_101002_1,10000_1002_16300	836009,836008,836007,836005,836003,836001	20,10	10000
361	1		@PveTongTianTatcontent4	10000_1004_180600,30000_202011_1	30000_104211_1,10000_1002_16300	836106,836105,836104,836103,836102,836101	20,10	0
362	1		@PveTongTianTatcontent4	10000_1004_180600,30000_202001_1	30000_101001_1,10000_1002_16400	836206,836205,836204,836203,836202,836201	20,10	0
363	1		@PveTongTianTatcontent4	10000_1004_180600,30000_202011_1	30000_104211_1,10000_1002_16400	836306,836305,836304,836303,836302,836301	20,10	0
364	1		@PveTongTianTatcontent4	10000_1004_180600,30000_202001_1	30000_101001_1,10000_1002_16500	836406,836405,836404,836403,836402,836401	20,10	0
365	3	5,1	@PveTongTianTatcontent4	10000_1001_50,10000_1004_180600,30000_202012_1,30000_202002_1	30000_104211_1,10000_1002_16500	836507,836505,836504,836503,836502,836501	20,10	10000
366	1		@PveTongTianTatcontent4	10000_1004_182600,30000_202011_1	30000_101001_1,10000_1002_16600	836606,836605,836604,836603,836602,836601	20,10	0
367	1		@PveTongTianTatcontent4	10000_1004_182600,30000_202001_1	30000_104211_1,10000_1002_16600	836706,836705,836704,836703,836702,836701	20,10	0
368	1		@PveTongTianTatcontent4	10000_1004_182600,30000_202011_1	30000_101001_1,10000_1002_16700	836806,836805,836804,836803,836802,836801	20,10	0
369	1		@PveTongTianTatcontent4	10000_1004_182600,30000_202001_1	30000_104211_1,10000_1002_16800	836906,836905,836904,836903,836902,836901	20,10	0
370	3	5,1	@PveTongTianTatcontent4	10000_1001_50,10000_1004_182600,30000_202012_1,30000_202002_1	30000_101002_1,10000_1002_16800	837007,837005,837004,837003,837002,837001	20,10	10000
371	1		@PveTongTianTatcontent4	10000_1004_184600,30000_202011_1	30000_104211_1,10000_1002_16900	837106,837105,837104,837103,837102,837101	20,10	0
372	1		@PveTongTianTatcontent4	10000_1004_184600,30000_202001_1	30000_101001_1,10000_1002_16900	837206,837205,837204,837203,837202,837201	20,10	0
373	1		@PveTongTianTatcontent4	10000_1004_184600,30000_202011_1	30000_104211_1,10000_1002_17000	837306,837305,837304,837303,837302,837301	20,10	0
374	1		@PveTongTianTatcontent4	10000_1004_184600,30000_202001_1	30000_101001_1,10000_1002_17000	837406,837405,837404,837403,837402,837401	20,10	0
375	3	5,1	@PveTongTianTatcontent4	10000_1001_50,10000_1004_184600,30000_202012_1,30000_202002_1	30000_104211_1,10000_1002_17100	837507,837505,837504,837503,837502,837501	20,10	10000
376	1		@PveTongTianTatcontent4	10000_1004_186600,30000_202011_1	30000_101001_1,10000_1002_17100	837606,837605,837604,837603,837602,837601	20,10	0
377	1		@PveTongTianTatcontent4	10000_1004_186600,30000_202001_1	30000_104211_1,10000_1002_17200	837706,837705,837704,837703,837702,837701	20,10	0
378	1		@PveTongTianTatcontent4	10000_1004_186600,30000_202011_1	30000_101001_1,10000_1002_17300	837806,837805,837804,837803,837802,837801	20,10	0
379	1		@PveTongTianTatcontent4	10000_1004_186600,30000_202001_1	30000_104211_1,10000_1002_17300	837906,837905,837904,837903,837902,837901	20,10	0
380	3	5,1	@PveTongTianTatcontent4	10000_1001_200,10000_1004_186600,30000_202013_1,30000_202003_1	30000_101002_1,10000_1002_17400	838009,838008,838007,838005,838003,838001	20,10	10000
381	1		@PveTongTianTatcontent4	10000_1004_188600,30000_202011_1	30000_104211_1,10000_1002_17400	838106,838105,838104,838103,838102,838101	20,10	0
382	1		@PveTongTianTatcontent4	10000_1004_188600,30000_202001_1	30000_101001_1,10000_1002_17500	838206,838205,838204,838203,838202,838201	20,10	0
383	1		@PveTongTianTatcontent4	10000_1004_188600,30000_202011_1	30000_104211_1,10000_1002_17500	838306,838305,838304,838303,838302,838301	20,10	0
384	1		@PveTongTianTatcontent4	10000_1004_188600,30000_202001_1	30000_101001_1,10000_1002_17600	838406,838405,838404,838403,838402,838401	20,10	0
385	2	5	@PveTongTianTatcontent4	10000_1001_50,10000_1004_188600,30000_202012_1,30000_202002_1	30000_104211_1,10000_1002_17700	838507,838505,838504,838503,838502,838501	20,10	10000
386	1		@PveTongTianTatcontent4	10000_1004_190600,30000_202011_1	30000_101001_1,10000_1002_17700	838606,838605,838604,838603,838602,838601	20,10	0
387	1		@PveTongTianTatcontent4	10000_1004_190600,30000_202001_1	30000_104211_1,10000_1002_17800	838706,838705,838704,838703,838702,838701	20,10	0
388	1		@PveTongTianTatcontent4	10000_1004_190600,30000_202011_1	30000_101001_1,10000_1002_17800	838806,838805,838804,838803,838802,838801	20,10	0
389	1		@PveTongTianTatcontent4	10000_1004_190600,30000_202001_1	30000_104211_1,10000_1002_17900	838906,838905,838904,838903,838902,838901	20,10	0
390	3	5,1	@PveTongTianTatcontent4	10000_1001_50,10000_1004_190600,30000_202012_1,30000_202002_1	30000_101002_1,10000_1002_17900	839007,839005,839004,839003,839002,839001	20,10	10000
391	1		@PveTongTianTatcontent4	10000_1004_192600,30000_202011_1	30000_104211_1,10000_1002_18000	839106,839105,839104,839103,839102,839101	20,10	0
392	1		@PveTongTianTatcontent4	10000_1004_192600,30000_202001_1	30000_101001_1,10000_1002_18100	839206,839205,839204,839203,839202,839201	20,10	0
393	1		@PveTongTianTatcontent4	10000_1004_192600,30000_202011_1	30000_104211_1,10000_1002_18100	839306,839305,839304,839303,839302,839301	20,10	0
394	1		@PveTongTianTatcontent4	10000_1004_192600,30000_202001_1	30000_101001_1,10000_1002_18200	839406,839405,839404,839403,839402,839401	20,10	0
395	3	5,1	@PveTongTianTatcontent4	10000_1001_50,10000_1004_192600,30000_202012_1,30000_202002_1	30000_104211_1,10000_1002_18200	839508,839507,839505,839504,839503,839501	20,10	10000
396	1		@PveTongTianTatcontent4	10000_1004_194600,30000_202011_1	30000_101001_1,10000_1002_18300	839606,839605,839604,839603,839602,839601	20,10	0
397	1		@PveTongTianTatcontent4	10000_1004_194600,30000_202001_1	30000_104211_1,10000_1002_18300	839706,839705,839704,839703,839702,839701	20,10	0
398	1		@PveTongTianTatcontent4	10000_1004_194600,30000_202011_1	30000_101001_1,10000_1002_18400	839806,839805,839804,839803,839802,839801	20,10	0
399	1		@PveTongTianTatcontent4	10000_1004_194600,30000_202001_1	30000_104211_1,10000_1002_18500	839906,839905,839904,839903,839902,839901	20,10	0
400	3	5,1	@PveTongTianTatcontent4	10000_1001_200,10000_1004_194600,30000_202013_1,30000_202003_1	30000_104101_1,10000_1002_18500	840010,840009,840008,840007,840005,840001	20,10	10000
