id	繁中
1231	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 60 fragments can activate the junior skin Psyche. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone) </font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Voice of Miracles: After removing 1 DEBUFF, deal 480 to 3 enemies % of physical damage. Afterwards, he gains "Provocation" & "Counterattack" status for 2 rounds, concentrates the enemy's attack on him, reduces damage received by 65%, and increases damage reflection by 45%. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Here to you: Deal 560% damage to 3 enemies Physical damage and restore HP equal to 65% of the total damage. (Released after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Max HP and defense increased : Increases own maximum HP by 45% and defense by Lv×180. (Release after 1 breakout)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Attack Power, Damage Reflection, Increased critical strike value: Increases own attack power by 32%, reflects damage received by 32%, and increases critical strike value by Lv×200. (liberated after 3 breakthroughs)</font></p>
1232	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior Cao Zhi. The excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Infinite Abyss: Deal 360% + 20% of own maximum HP to the 2 enemies with the lowest remaining HP Magic damage; if the enemy has a buff, the damage is doubled. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Ice Blade Flurry: Deals to the 2 enemies with the lowest remaining HP 360% + magic damage of 45% HP lost; if the enemy has DEBUFF, the damage is doubled. (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Max HP and critical strike value Enhancement: Increase your own maximum HP by 30%, and increase your critical strike value by Lv×180. (Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Max HP, Magic Critical Strike Damage increase: Increases own maximum HP by 35% and magic critical damage by 40%. (liberated after 3 breakthroughs)</font></p>
1233	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to activate the junior Zhuge Jin. The excess pieces will be automatically converted into breakthrough stones. (1 piece = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Demon Light Shield: Deals 540% magic damage to 6 enemies and 60% The probability of giving 4 rounds of "burning" state; when the enemy has DEBUFF, it will be a critical strike. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Dark Eye of Conviction: Deals 580% magic to 4 enemies Damage: When the enemy has a "burning" state, the damage is doubled, and the enemy is given a "stun" state for 1 round. (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Attack power, critical strike value , Hit power increase: own attack power increased by 42%, critical strike value increased by Lv × 180, hit power increased by Lv × 180. (Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Max HP and defense wear Penetration Enhancement: Increases own maximum HP by 45% and defense penetration by 800. (liberated after 3 breakthroughs)</font></p>
1234	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 120 fragments will enable the junior Jian Yong. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Forbidden Joy: Deal 600% magic damage to 6 enemies; when attacking, the enemy's HP If it is not less than 50%, the damage will be doubled. After attacking, if the enemy's HP is greater than 50%, the enemy will be given a "weak" state for 2 turns, and the attack power will decrease by 50%. After attacking, if the enemy's HP is not more than 50%, it will give "Bleeding" status for 2 rounds. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Smothering Game: Deals 6 times 400% magic damage to enemies ; If the enemy's remaining HP is less than 50%, the damage will be doubled. The character with the lowest remaining HP percentage will recover 20% HP of the total damage and clear all DEBUFF (released after 2 breakthroughs)</font></p><p style="margin:0"><font color= "#849812" face = "Barlow-SemiBold" size ="100">Attack power and critical strike value increase: Increases own attack power by 42% and critical strike value by Lv×200. (Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Max HP and Stamina increase: Increases own maximum HP by 45% and stamina by Lv×200. (liberated after 3 breakthroughs)</font></p>
1235	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 120 fragments will enable the junior Chen Gong. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Bombs: Deal 620% magic damage to 6 enemies with a 70% chance Grants "Freeze" status for 1 turn. If there is DEBUFF on the enemy, it will be a critical strike. When this skill destroys the enemy, you can launch an additional attack (up to 1 time). </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">A Thousand Gold: Deal 560% 4 times to 1 enemy The magic damage of , if the own intelligence is higher than the enemy, the damage is doubled. If there is DEBUFF on the enemy, it will be a critical strike. After attacking, recover 30% HP of self's total damage. (Liberation after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Max HP and INT boost: Increases own maximum HP by 45% and intelligence by Lv×200. (Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Attack and defense increased : Increases own attack power by 42% and defense power by Lv×180. (liberated after 3 breakthroughs)</font></p>
1236	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 shards to enable junior Ma Teng. Excess shards will be automatically converted into breakthrough stones. (1 shard = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Xiliang Wind: Deal 500%~2000% to 6 enemies; the more the number of enemies The less, the higher the damage. After attacking, gain "Frenzy" status for 2 turns. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Alien Dance: Deals to the 4 enemies with the lowest remaining HP percentage 600% physical damage; when the enemy's remaining HP is less than 25%, the basic damage is tripled. The character with the lowest remaining HP percentage recovers 40% of the total damage. (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Max HP and HP absorption increased : Increases own maximum HP by 45% and HP absorption by 16%. (Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Attack power and damage reflection increased : Increases own attack power by 42% and reflects damage received by 45%. (liberated after 3 breakthroughs)</font></p>
1237	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to enable the junior horse Dai. The excess pieces will be automatically converted into silver coins. (1 piece = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Justice Lightning: 6 random 260% physical damage; in offline state, the damage is increased to 2 times. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Cangyan Bow Arrow: Deals 360% physical damage to 4 enemies Damage, when critical strikes, the critical strike damage is doubled. (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Attack power, critical strike value Increase: Increases own attack power by 32% and critical strike value by Lv×150. (Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Max HP increase, damage reflection : Increases own maximum HP by 32% and reflects damage received by 20%. (liberated after 3 breakthroughs)</font></p>
1238	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior Liu Association. The excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Mutiny Puppet: Ignore "Stun", "Freeze", "Seal" status, yes 6 enemies deal 140% magic damage (ignoring defense and magic defense). For the 6 characters with the lowest remaining HP percentage, restore HP equal to 140% of their attack power. After recovery, when our HP is greater than 50%, we will get "Rise Up" for 3 rounds, increase our defense by 75%, and increase ATK by 30%; when our HP is less than 50%, we will get "Magic Shield" for 3 rounds. Offset the damage of Liu Xie's remaining MP by 15 times</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size="100">Reversing Fate: To 6 One enemy inflicts 680% + remaining MP4000% magic damage (ignoring defense and magic defense). After attacking, add magic damage equal to 20% of the total damage to the enemy with the highest remaining HP (ignores defense and magic defense). (Free after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Attack, Defense, Critical strike value increase: own attack power increased by 42%, defense power increased by Lv × 240, critical strike value increased by Lv × 240. (Free after 1 breakout)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Max HP, Max MP, Endurance increase: Increase your maximum HP by 45%, increase your maximum MP by Lv×400, and increase your endurance by Lv×150. (liberated after 3 breakthroughs)</font></p>
1239	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 60 fragments to activate the junior skin - Marisa. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone) </font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Witch's Oath: Deal 700% spell damage to 6 enemies, if violent If you hit it, you will be poisoned for 4 more rounds. Restores HP equal to 100% of the attack power to each of up to 6 teammates, and clears 1 DEBUFF with a 50% chance. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Scourge: Deal 450% spell damage to 6 enemies, If the enemy is poisoned, the damage is doubled. During 1 turn, apply a "Death Avoidance" effect to up to 6 allied members, negating a fatal attack from the enemy. At the same time 50% probability to clear a DEBUFF (liberate after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size = "100 ">Attack power, crit value, and hit power increase: own attack power increases by 45%, crit rate increases by Lv×200, and hit rate increases by Lv×200. (Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Max HP, Spell Crit Increases damage and abnormal resistance: Increases own maximum HP by 50%, spell crit damage by 100%, and abnormal status resistance by 100%. (liberated after 3 breakthroughs)</font></p>
1240	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 60 fragments to activate the junior skin Kang Shudi Ji. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough Stone)</font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Witch's Oath: Deal 700% spell damage to 6 enemies, If it is critically hit, it will be poisoned for 4 more rounds. Restores HP equal to 100% of the attack power to each of up to 6 teammates, and clears 1 DEBUFF with a 50% chance. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Scourge: Deal 450% spell damage to 6 enemies, If the enemy is poisoned, the damage is doubled. During 1 turn, apply a "Death Avoidance" effect to up to 6 allied members, negating a fatal attack from the enemy. At the same time 50% probability to clear a DEBUFF (liberate after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size = "100 ">Attack power, crit value, and hit power increase: own attack power increases by 45%, crit rate increases by Lv×200, and hit rate increases by Lv×200. (Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Max HP, Spell Crit Increases damage and abnormal resistance: Increases own maximum HP by 50%, spell crit damage by 100%, and abnormal status resistance by 100%. (liberated after 3 breakthroughs)</font></p>
2101	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">4</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2102	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">5</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2103	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">6</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2104	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">7</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2201	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">4</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2202	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">5</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2203	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">6</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2204	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">7</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2301	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">3</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2302	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">4</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2303	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">5</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2304	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">6</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2401	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">6</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2402	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">8</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2403	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">10</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2404	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">12</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2501	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">3</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2502	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">4</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2503	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">5</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2504	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">6</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2601	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">5</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2602	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">6</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2603	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">7</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
2604	<p style="margin:8"><font color="#24b23e" face = "Barlow-SemiBold" size ="100">Number of enemies:</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">8</font></p><p style="margin:8"><font color="#25cabf" face = "Barlow-SemiBold" size ="100">#v1#</font ><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">All owned characters (including those not in combat), </font><font color="#6f2f00" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">If owned by multiple players, the effect will not stack</font></p>
3000	<p style="margin:8"><font color="#dc1f1f" face = "Barlow-SemiBold" size ="100">#v1#</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">The capital has been occupied</font><font color="#136811" face = "Barlow-SemiBold" size ="100">"Xuchang"</font><font color="#6f2f00" face = "Barlow-SemiBold" size ="100">! </font></p>
3001	<p style="margin:8"><font color="#351100" face = "Barlow-SemiBold" size ="100">No war situation</font></p>
3002	<p style="margin:8"><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#dc1f1f" face = "Barlow-SemiBold" size =" 100">#v1#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Captured</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#204eda" face = "Barlow-SemiBold" size ="100">#v2#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Occupied</font><font color="#136811" face = "Barlow-SemiBold" size ="100">“#v3#”</font></p>
3003	<p style="margin:8"><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#dc1f1f" face = "Barlow-SemiBold" size =" 100">#v1#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Captured</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#204eda" face = "Barlow-SemiBold" size ="100">#v2#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Occupied</font><font color="#136811" face = "Barlow-SemiBold" size ="100">“#v3#”</font></p>
3004	<p style="margin:8"><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#dc1f1f" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Yes</font><font color="#136811" face = "Barlow-SemiBold" size =" 100">“#v3#”</font><font color="#351100" face = "Barlow-SemiBold" size ="100">attacked by the guild</font><font color="#204eda" face = "Barlow-SemiBold" size ="100">#v1#</font><font color="#351100" face = "Barlow-SemiBold" size ="100"> is blocked. </font></p>
3005	<p style="margin:8"><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#dc1f1f" face = "Barlow-SemiBold" size =" 100">#v2#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Yes</font><font color="#136811" face = "Barlow-SemiBold" size =" 100">“#v3#”</font><font color="#351100" face = "Barlow-SemiBold" size ="100">attacked by the guild</font><font color="#204eda" face = "Barlow-SemiBold" size ="100">#v1#</font><font color="#351100" face = "Barlow-SemiBold" size ="100"> is blocked. </font></p>
3006	<p style="margin:8"><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#dc1f1f" face = "Barlow-SemiBold" size =" 100">#v1#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">All cities have been lost. </font></p>
3007	<p style="margin:8"><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#dc1f1f" face = "Barlow-SemiBold" size =" 100">#v1#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Occupied</font><font color="#136811" face = "Barlow-SemiBold" size ="100">“#v2#”</font><font color="#351100" face = "Barlow-SemiBold" size ="100">! </font></p>
3008	<p style="margin:8"><font color="#351100" face = "Barlow-SemiBold" size ="100">Guild</font><font color="#dc1f1f" face = "Barlow-SemiBold" size =" 100">#v1#</font><font color="#351100" face = "Barlow-SemiBold" size ="100">Yes</font><font color="#136811" face = "Barlow-SemiBold" size =" 100">“#v2#”</font><font color="#351100" face = "Barlow-SemiBold" size ="100">The attack failed! </font></p>
